number,name,date_obs,shortbib
970.0,Primula,1995-12-15,Bus and Binzel 2002
971.0,Alsatia,1994-11-05,Bus and Binzel 2002
973.0,Aralia,1996-01-29,Bus and Binzel 2002
980.0,Anacostia,1995-12-08,Bus and Binzel 2002
984.0,Gretia,1997-05-25,Bus and Binzel 2002
984.0,Gretia,1997-05-27,Bus and Binzel 2002
985.0,Rosina,1994-03-31,Bus and Binzel 2002
994.0,Otthild,1993-08-23,Bus and Binzel 2002
997.0,Priska,1995-02-07,Bus and Binzel 2002
1007.0,Pawlowia,1996-02-07,Bus and Binzel 2002
1011.0,Laodamia,1995-05-14,Bus and Binzel 2002
1014.0,Semphyra,1995-05-15,Bus and Binzel 2002
1015.0,Christa,1994-03-28,Bus and Binzel 2002
1016.0,Anitra,1997-02-22,Bus and Binzel 2002
1017.0,Jacqueline,1996-04-20,Bus and Binzel 2002
1020.0,Arcadia,1994-03-30,Bus and Binzel 2002
1021.0,Flammario,1995-10-28,Bus and Binzel 2002
1022.0,Olympiada,1994-02-24,Bus and Binzel 2002
1024.0,Hale,1998-01-06,Bus and Binzel 2002
1025.0,Riema,1995-05-14,Bus and Binzel 2002
1032.0,Pafuri,1996-04-23,Bus and Binzel 2002
1034.0,Mozartia,1997-11-24,Bus and Binzel 2002
1039.0,Sonneberga,1996-02-07,Bus and Binzel 2002
1041.0,Asta,1994-02-25,Bus and Binzel 2002
1045.0,Michela,1998-01-07,Bus and Binzel 2002
1046.0,Edwin,1997-01-22,Bus and Binzel 2002
1048.0,Feodosia,1996-10-18,Bus and Binzel 2002
1052.0,Belgica,1997-04-08,Bus and Binzel 2002
1055.0,Tynka,1996-04-23,Bus and Binzel 2002
1056.0,Azalea,1997-01-17,Bus and Binzel 2002
1058.0,Grubba,1994-11-17,Bus and Binzel 2002
1065.0,Amundsenia,1994-03-31,Bus and Binzel 2002
1069.0,Planckia,1995-05-13,Bus and Binzel 2002
1071.0,Brita,1995-05-13,Bus and Binzel 2002
1076.0,Viola,1994-02-22,Bus and Binzel 2002
1086.0,Nata,1997-02-22,Bus and Binzel 2002
1088.0,Mitaka,1997-01-19,Bus and Binzel 2002
1094.0,Siberia,1993-08-23,Bus and Binzel 2002
1098.0,Hakone,1995-12-08,Bus and Binzel 2002
1102.0,Pepita,1996-04-19,Bus and Binzel 2002
1102.0,Pepita,1996-04-20,Bus and Binzel 2002
1103.0,Sequoia,1995-10-27,Bus and Binzel 2002
1104.0,Syringa,1996-11-26,Bus and Binzel 2002
1104.0,Syringa,1996-11-28,Bus and Binzel 2002
1106.0,Cydonia,1993-08-23,Bus and Binzel 2002
1107.0,Lictoria,1996-01-28,Bus and Binzel 2002
1110.0,Jaroslawa,1997-05-25,Bus and Binzel 2002
1114.0,Lorraine,1996-04-29,Bus and Binzel 2002
1126.0,Otero,1996-12-02,Bus and Binzel 2002
1128.0,Astrid,1994-01-06,Bus and Binzel 2002
1128.0,Astrid,1996-09-09,Bus and Binzel 2002
1131.0,Porzia,1994-02-19,Bus and Binzel 2002
1134.0,Kepler,1995-09-03,Bus and Binzel 2002
1135.0,Colchis,1996-01-29,Bus and Binzel 2002
1139.0,Atami,1996-04-29,Bus and Binzel 2002
1140.0,Crimea,1996-04-30,Bus and Binzel 2002
1147.0,Stavropolis,1997-04-12,Bus and Binzel 2002
1148.0,Rarahu,1996-04-24,Bus and Binzel 2002
1152.0,Pawona,1996-09-12,Bus and Binzel 2002
1155.0,Aenna,1994-02-23,Bus and Binzel 2002
1176.0,Lucidor,1996-10-18,Bus and Binzel 2002
1181.0,Lilith,1995-12-09,Bus and Binzel 2002
1185.0,Nikko,1996-04-27,Bus and Binzel 2002
1186.0,Turnera,1996-02-07,Bus and Binzel 2002
1187.0,Afra,1993-08-22,Bus and Binzel 2002
1188.0,Gothlandia,1995-12-08,Bus and Binzel 2002
1189.0,Terentia,1997-01-22,Bus and Binzel 2002
1196.0,Sheba,1994-02-25,Bus and Binzel 2002
1201.0,Strenua,1996-04-30,Bus and Binzel 2002
1204.0,Renzia,1994-01-07,Bus and Binzel 2002
1204.0,Renzia,1994-02-19,Bus and Binzel 2002
1212.0,Francette,1997-05-27,Bus and Binzel 2002
1214.0,Richilde,1995-02-11,Bus and Binzel 2002
1222.0,Tina,1994-11-13,Bus and Binzel 2002
1228.0,Scabiosa,1996-09-12,Bus and Binzel 2002
1234.0,Elyna,1995-12-11,Bus and Binzel 2002
1248.0,Jugurtha,1996-11-29,Bus and Binzel 2002
1251.0,Hedera,1995-12-10,Bus and Binzel 2002
1252.0,Celestia,1995-02-10,Bus and Binzel 2002
1262.0,Sniadeckia,1996-05-01,Bus and Binzel 2002
1263.0,Varsavia,1998-01-07,Bus and Binzel 2002
1264.0,Letaba,1994-01-06,Bus and Binzel 2002
1271.0,Isergina,1994-02-25,Bus and Binzel 2002
1272.0,Gefion,1994-04-01,Bus and Binzel 2002
1277.0,Dolores,1996-10-15,Bus and Binzel 2002
1278.0,Kenya,1996-04-20,Bus and Binzel 2002
1284.0,Latvia,1994-11-17,Bus and Binzel 2002
1293.0,Sonja,1996-09-08,Bus and Binzel 2002
1294.0,Antwerpia,1996-02-07,Bus and Binzel 2002
1300.0,Marcelle,1995-05-15,Bus and Binzel 2002
1301.0,Yvonne,1994-03-27,Bus and Binzel 2002
1304.0,Arosa,1996-04-21,Bus and Binzel 2002
1304.0,Arosa,1996-04-22,Bus and Binzel 2002
1304.0,Arosa,1996-04-23,Bus and Binzel 2002
1316.0,Kasan,1994-02-20,Bus and Binzel 2002
1323.0,Tugela,1996-05-01,Bus and Binzel 2002
1324.0,Knysna,1996-10-13,Bus and Binzel 2002
1327.0,Namaqua,1995-12-10,Bus and Binzel 2002
1329.0,Eliane,1997-04-15,Bus and Binzel 2002
1331.0,Solvejg,1993-08-22,Bus and Binzel 2002
1331.0,Solvejg,1993-08-23,Bus and Binzel 2002
1332.0,Marconia,1995-05-15,Bus and Binzel 2002
1336.0,Zeelandia,1995-05-15,Bus and Binzel 2002
1343.0,Nicole,1997-05-24,Bus and Binzel 2002
1348.0,Michel,1994-03-31,Bus and Binzel 2002
1350.0,Rosselia,1995-05-14,Bus and Binzel 2002
1351.0,Uzbekistania,1994-03-28,Bus and Binzel 2002
1352.0,Wawel,1993-08-22,Bus and Binzel 2002
1352.0,Wawel,1993-08-23,Bus and Binzel 2002
1352.0,Wawel,1996-02-08,Bus and Binzel 2002
1360.0,Tarka,1998-01-06,Bus and Binzel 2002
1372.0,Haremari,1997-02-24,Bus and Binzel 2002
1373.0,Cincinnati,1998-10-13,Bus and Binzel 2002
1374.0,Isora,1997-01-18,Bus and Binzel 2002
1385.0,Gelria,1995-12-14,Bus and Binzel 2002
1386.0,Storeria,1997-11-24,Bus and Binzel 2002
1403.0,Idelsonia,1995-12-11,Bus and Binzel 2002
1406.0,Komppa,1996-04-24,Bus and Binzel 2002
1406.0,Komppa,1996-04-27,Bus and Binzel 2002
1407.0,Lindelof,1997-04-09,Bus and Binzel 2002
1407.0,Lindelof,1997-04-10,Bus and Binzel 2002
1414.0,Jerome,1996-11-30,Bus and Binzel 2002
1420.0,Radcliffe,1995-12-10,Bus and Binzel 2002
1423.0,Jose,1994-11-15,Bus and Binzel 2002
1424.0,Sundmania,1994-02-25,Bus and Binzel 2002
1427.0,Ruvuma,1995-02-11,Bus and Binzel 2002
1428.0,Mombasa,1996-02-07,Bus and Binzel 2002
1433.0,Geramtina,1995-02-07,Bus and Binzel 2002
1458.0,Mineura,1996-04-30,Bus and Binzel 2002
1471.0,Tornio,1996-09-12,Bus and Binzel 2002
1474.0,Beira,1994-11-13,Bus and Binzel 2002
1480.0,Aunus,1997-04-08,Bus and Binzel 2002
1483.0,Hakoila,1995-12-10,Bus and Binzel 2002
1483.0,Hakoila,1996-01-29,Bus and Binzel 2002
1484.0,Postrema,1995-12-10,Bus and Binzel 2002
1490.0,Limpopo,1998-10-15,Bus and Binzel 2002
1493.0,Sigrid,1994-02-22,Bus and Binzel 2002
1494.0,Savo,1995-02-11,Bus and Binzel 2002
1502.0,Arenda,1996-10-21,Bus and Binzel 2002
1508.0,Kemi,1995-02-11,Bus and Binzel 2002
1510.0,Charlois,1994-11-17,Bus and Binzel 2002
1517.0,Beograd,1996-02-09,Bus and Binzel 2002
1520.0,Imatra,1994-02-25,Bus and Binzel 2002
1534.0,Nasi,1996-09-12,Bus and Binzel 2002
1539.0,Borrelly,1996-11-30,Bus and Binzel 2002
1541.0,Estonia,1995-05-11,Bus and Binzel 2002
1542.0,Schalen,1996-11-29,Bus and Binzel 2002
1545.0,Thernoe,1996-10-21,Bus and Binzel 2002
1548.0,Palomaa,1995-02-10,Bus and Binzel 2002
1548.0,Palomaa,1995-02-12,Bus and Binzel 2002
1549.0,Mikko,1997-01-18,Bus and Binzel 2002
1550.0,Tito,1994-11-17,Bus and Binzel 2002
1553.0,Bauersfelda,1995-02-09,Bus and Binzel 2002
1560.0,Strattonia,1996-01-29,Bus and Binzel 2002
1562.0,Gondolatsch,1996-04-23,Bus and Binzel 2002
1563.0,Noel,1995-02-09,Bus and Binzel 2002
1565.0,Lemaitre,1997-01-18,Bus and Binzel 2002
1567.0,Alikoski,1996-12-01,Bus and Binzel 2002
1587.0,Kahrstedt,1994-02-22,Bus and Binzel 2002
1592.0,Mathieu,1997-04-07,Bus and Binzel 2002
1593.0,Fagnes,1994-02-23,Bus and Binzel 2002
1594.0,Danjon,1996-05-01,Bus and Binzel 2002
1600.0,Vyssotsky,1994-02-24,Bus and Binzel 2002
1600.0,Vyssotsky,1994-03-28,Bus and Binzel 2002
1601.0,Patry,1996-11-26,Bus and Binzel 2002
1601.0,Patry,1996-11-28,Bus and Binzel 2002
1603.0,Neva,1995-12-10,Bus and Binzel 2002
1604.0,Tombaugh,1996-10-13,Bus and Binzel 2002
1613.0,Smiley,1995-12-10,Bus and Binzel 2002
1618.0,Dawn,1996-04-30,Bus and Binzel 2002
1629.0,Pecker,1996-04-25,Bus and Binzel 2002
1634.0,Ndola,1996-10-13,Bus and Binzel 2002
1635.0,Bohrmann,1993-08-23,Bus and Binzel 2002
1638.0,Ruanda,1995-10-28,Bus and Binzel 2002
1640.0,Nemo,1994-01-07,Bus and Binzel 2002
1642.0,Hill,1995-05-13,Bus and Binzel 2002
1653.0,Yakhontovia,1994-02-23,Bus and Binzel 2002
1653.0,Yakhontovia,1994-04-01,Bus and Binzel 2002
1653.0,Yakhontovia,1996-11-27,Bus and Binzel 2002
1653.0,Yakhontovia,1996-11-29,Bus and Binzel 2002
1655.0,Comas Sola,1997-05-30,Bus and Binzel 2002
1659.0,Punkaharju,1995-09-03,Bus and Binzel 2002
1660.0,Wood,1997-01-17,Bus and Binzel 2002
1662.0,Hoffmann,1995-05-09,Bus and Binzel 2002
1664.0,Felix,1997-01-19,Bus and Binzel 2002
1667.0,Pels,1994-03-28,Bus and Binzel 2002
1680.0,Per Brahe,1995-12-11,Bus and Binzel 2002
1692.0,Subbotina,1995-05-14,Bus and Binzel 2002
1695.0,Walbeck,1996-04-27,Bus and Binzel 2002
1702.0,Kalahari,1996-05-01,Bus and Binzel 2002
1705.0,Tapio,1997-11-23,Bus and Binzel 2002
1706.0,Dieckvoss,1998-01-07,Bus and Binzel 2002
1715.0,Salli,1997-01-18,Bus and Binzel 2002
1716.0,Peter,1995-12-12,Bus and Binzel 2002
1716.0,Peter,1995-12-14,Bus and Binzel 2002
1724.0,Vladimir,1996-10-15,Bus and Binzel 2002
1724.0,Vladimir,1996-10-16,Bus and Binzel 2002
1726.0,Hoffmeister,1994-11-16,Bus and Binzel 2002
1726.0,Hoffmeister,1996-01-29,Bus and Binzel 2002
1729.0,Beryl,1998-01-07,Bus and Binzel 2002
1730.0,Marceline,1995-05-09,Bus and Binzel 2002
1734.0,Zhongolovich,1994-01-06,Bus and Binzel 2002
1738.0,Oosterhoff,1997-04-07,Bus and Binzel 2002
1747.0,Wright,1997-11-24,Bus and Binzel 2002
1751.0,Herget,1994-01-07,Bus and Binzel 2002
1766.0,Slipher,1995-12-15,Bus and Binzel 2002
1766.0,Slipher,1996-02-09,Bus and Binzel 2002
1768.0,Appenzella,1994-02-20,Bus and Binzel 2002
1777.0,Gehrels,1997-05-27,Bus and Binzel 2002
1783.0,Albitskij,1994-11-17,Bus and Binzel 2002
1785.0,Wurm,1996-10-13,Bus and Binzel 2002
1795.0,Woltjer,1996-04-27,Bus and Binzel 2002
1796.0,Riga,1997-05-25,Bus and Binzel 2002
1797.0,Schaumasse,1998-03-28,Bus and Binzel 2002
1798.0,Watts,1996-09-06,Bus and Binzel 2002
1798.0,Watts,1996-09-08,Bus and Binzel 2002
1799.0,Koussevitzky,1998-10-15,Bus and Binzel 2002
1807.0,Slovakia,1997-05-25,Bus and Binzel 2002
1830.0,Pogson,1997-01-18,Bus and Binzel 2002
1831.0,Nicholson,1996-10-12,Bus and Binzel 2002
1836.0,Komarov,1995-12-09,Bus and Binzel 2002
1839.0,Ragazza,1994-11-16,Bus and Binzel 2002
1847.0,Stobbe,1996-02-07,Bus and Binzel 2002
1848.0,Delvaux,1995-05-14,Bus and Binzel 2002
1856.0,Ruzena,1996-12-01,Bus and Binzel 2002
1857.0,Parchomenko,1997-05-25,Bus and Binzel 2002
1857.0,Parchomenko,1997-05-26,Bus and Binzel 2002
1858.0,Lobachevskij,1997-02-26,Bus and Binzel 2002
1860.0,Barbarossa,1997-05-28,Bus and Binzel 2002
1882.0,Rauma,1997-04-12,Bus and Binzel 2002
1888.0,Zu Chong-Zhi,1994-02-24,Bus and Binzel 2002
1891.0,Gondola,1996-10-21,Bus and Binzel 2002
1903.0,Adzhimushkaj,1997-04-11,Bus and Binzel 2002
1904.0,Massevitch,1995-05-09,Bus and Binzel 2002
1904.0,Massevitch,1995-05-10,Bus and Binzel 2002
1904.0,Massevitch,1998-01-06,Bus and Binzel 2002
1923.0,Osiris,1996-02-08,Bus and Binzel 2002
1929.0,Kollaa,1997-02-22,Bus and Binzel 2002
1930.0,Lucifer,1995-02-09,Bus and Binzel 2002
1932.0,Jansky,1997-11-24,Bus and Binzel 2002
1936.0,Lugano,1994-11-14,Bus and Binzel 2002
1948.0,Kampala,1994-01-07,Bus and Binzel 2002
1951.0,Lick,1998-01-06,Bus and Binzel 2002
1968.0,Mehltretter,1996-04-24,Bus and Binzel 2002
1970.0,Sumeria,1994-11-17,Bus and Binzel 2002
1977.0,Shura,1996-04-30,Bus and Binzel 2002
1989.0,Tatry,1996-09-06,Bus and Binzel 2002
1998.0,Titius,1996-09-08,Bus and Binzel 2002
2001.0,Einstein,1997-01-19,Bus and Binzel 2002
2019.0,van Albada,1994-01-06,Bus and Binzel 2002
2022.0,West,1996-01-29,Bus and Binzel 2002
2029.0,Binomi,1998-10-14,Bus and Binzel 2002
2035.0,Stearns,1996-04-20,Bus and Binzel 2002
2035.0,Stearns,1996-04-22,Bus and Binzel 2002
2038.0,Bistro,1994-03-27,Bus and Binzel 2002
2040.0,Chalonge,1995-02-12,Bus and Binzel 2002
2042.0,Sitarski,1995-05-10,Bus and Binzel 2002
2045.0,Peking,1997-11-23,Bus and Binzel 2002
2053.0,Nuki,1994-11-14,Bus and Binzel 2002
2056.0,Nancy,1997-04-15,Bus and Binzel 2002
2060.0,Chiron,1997-05-29,Bus and Binzel 2002
2064.0,Thomsen,1997-11-24,Bus and Binzel 2002
2065.0,Spicer,1996-02-07,Bus and Binzel 2002
2073.0,Janacek,1996-01-29,Bus and Binzel 2002
2078.0,Nanking,1996-12-02,Bus and Binzel 2002
2078.0,Nanking,1997-01-17,Bus and Binzel 2002
2085.0,Henan,1995-10-28,Bus and Binzel 2002
2086.0,Newell,1998-10-13,Bus and Binzel 2002
2087.0,Kochera,1998-12-09,Bus and Binzel 2002
2088.0,Sahlia,1996-04-30,Bus and Binzel 2002
2089.0,Cetacea,1996-04-24,Bus and Binzel 2002
2099.0,Opik,1998-10-14,Bus and Binzel 2002
2106.0,Hugo,1997-05-29,Bus and Binzel 2002
2107.0,Ilmari,1994-02-23,Bus and Binzel 2002
2107.0,Ilmari,1994-03-30,Bus and Binzel 2002
2118.0,Flagstaff,1995-12-14,Bus and Binzel 2002
2131.0,Mayall,1996-10-18,Bus and Binzel 2002
2141.0,Simferopol,1997-05-29,Bus and Binzel 2002
2147.0,Kharadze,1994-01-05,Bus and Binzel 2002
2152.0,Hannibal,1995-12-08,Bus and Binzel 2002
2157.0,Ashbrook,1994-03-31,Bus and Binzel 2002
2161.0,Grissom,1995-12-14,Bus and Binzel 2002
2167.0,Erin,1995-05-13,Bus and Binzel 2002
2169.0,Taiwan,1994-03-30,Bus and Binzel 2002
2169.0,Taiwan,1996-09-12,Bus and Binzel 2002
2185.0,Guangdong,1996-10-17,Bus and Binzel 2002
2189.0,Zaragoza,1997-04-14,Bus and Binzel 2002
2194.0,Arpola,1997-04-13,Bus and Binzel 2002
2231.0,Durrell,1995-12-09,Bus and Binzel 2002
2234.0,Schmadel,1994-03-30,Bus and Binzel 2002
2244.0,Tesla,1996-02-08,Bus and Binzel 2002
2246.0,Bowell,1997-04-07,Bus and Binzel 2002
2251.0,Tikhov,1995-10-27,Bus and Binzel 2002
2258.0,Viipuri,1996-10-18,Bus and Binzel 2002
2268.0,Szmytowna,1995-02-07,Bus and Binzel 2002
2271.0,Kiso,1995-12-11,Bus and Binzel 2002
2280.0,Kunikov,1995-02-09,Bus and Binzel 2002
2282.0,Andres Bello,1997-04-12,Bus and Binzel 2002
2305.0,King,1996-02-07,Bus and Binzel 2002
2306.0,Bauschinger,1996-01-29,Bus and Binzel 2002
2308.0,Schilt,1994-02-24,Bus and Binzel 2002
2316.0,Jo-Ann,1994-02-20,Bus and Binzel 2002
2317.0,Galya,1994-02-20,Bus and Binzel 2002
2328.0,Robeson,1997-04-14,Bus and Binzel 2002
2331.0,Parvulesco,1997-05-25,Bus and Binzel 2002
2331.0,Parvulesco,1997-05-26,Bus and Binzel 2002
2335.0,James,1994-02-20,Bus and Binzel 2002
2346.0,Lilio,1997-04-14,Bus and Binzel 2002
2349.0,Kurchenko,1997-04-09,Bus and Binzel 2002
2353.0,Alva,1997-04-13,Bus and Binzel 2002
2354.0,Lavrov,1995-05-09,Bus and Binzel 2002
2369.0,Chekhov,1995-05-11,Bus and Binzel 2002
2370.0,van Altena,1995-02-09,Bus and Binzel 2002
2371.0,Dimitrov,1998-10-13,Bus and Binzel 2002
2373.0,Immo,1995-12-11,Bus and Binzel 2002
2378.0,Pannekoek,1995-05-14,Bus and Binzel 2002
2380.0,Heilongjiang,1998-12-09,Bus and Binzel 2002
2382.0,Nonie,1996-09-11,Bus and Binzel 2002
2386.0,Nikonov,1994-11-14,Bus and Binzel 2002
2390.0,Nezarka,1995-02-09,Bus and Binzel 2002
2396.0,Kochi,1995-02-10,Bus and Binzel 2002
2401.0,Aehlita,1995-02-08,Bus and Binzel 2002
2402.0,Satpaev,1996-10-12,Bus and Binzel 2002
2409.0,Chapman,1996-09-11,Bus and Binzel 2002
2410.0,Morrison,1994-01-06,Bus and Binzel 2002
2423.0,Ibarruri,1994-02-20,Bus and Binzel 2002
2423.0,Ibarruri,1994-02-22,Bus and Binzel 2002
2427.0,Kobzar,1997-05-30,Bus and Binzel 2002
2428.0,Kamenyar,1994-11-16,Bus and Binzel 2002
2430.0,Bruce Helin,1994-03-31,Bus and Binzel 2002
2438.0,Oleshko,1997-04-08,Bus and Binzel 2002
2444.0,Lederle,1997-01-20,Bus and Binzel 2002
2446.0,Lunacharsky,1995-02-08,Bus and Binzel 2002
2448.0,Sholokhov,1994-02-23,Bus and Binzel 2002
2451.0,Dollfus,1997-04-10,Bus and Binzel 2002
2451.0,Dollfus,1997-04-13,Bus and Binzel 2002
2455.0,Somville,1997-01-19,Bus and Binzel 2002
2465.0,Wilson,1996-12-01,Bus and Binzel 2002
2467.0,Kollontai,1996-09-06,Bus and Binzel 2002
2468.0,Repin,1998-12-09,Bus and Binzel 2002
2478.0,Tokai,1997-02-24,Bus and Binzel 2002
2482.0,Perkin,1995-02-09,Bus and Binzel 2002
2493.0,Elmer,1994-03-31,Bus and Binzel 2002
2501.0,Lohja,1996-11-30,Bus and Binzel 2002
2504.0,Gaviola,1996-10-15,Bus and Binzel 2002
2507.0,Bobone,1995-12-10,Bus and Binzel 2002
2508.0,Alupka,1999-03-24,Bus and Binzel 2002
2509.0,Chukotka,1997-11-23,Bus and Binzel 2002
2511.0,Patterson,1997-04-15,Bus and Binzel 2002
2521.0,Heidi,1996-11-30,Bus and Binzel 2002
2527.0,Gregory,1997-11-23,Bus and Binzel 2002
2547.0,Hubei,1997-09-13,Bus and Binzel 2002
2559.0,Svoboda,1995-12-12,Bus and Binzel 2002
2559.0,Svoboda,1995-12-14,Bus and Binzel 2002
2560.0,Siegma,1996-04-27,Bus and Binzel 2002
2566.0,Kirghizia,1996-11-26,Bus and Binzel 2002
2566.0,Kirghizia,1996-11-30,Bus and Binzel 2002
2567.0,Elba,1995-02-09,Bus and Binzel 2002
2569.0,Madeline,1995-02-12,Bus and Binzel 2002
2575.0,Bulgaria,1996-04-27,Bus and Binzel 2002
2579.0,Spartacus,1996-04-30,Bus and Binzel 2002
2582.0,Harimaya-Bashi,1996-04-25,Bus and Binzel 2002
2582.0,Harimaya-Bashi,1996-05-01,Bus and Binzel 2002
2598.0,Merlin,1996-01-29,Bus and Binzel 2002
2604.0,Marshak,1994-03-27,Bus and Binzel 2002
2606.0,Odessa,1995-05-15,Bus and Binzel 2002
2625.0,Jack London,1996-10-12,Bus and Binzel 2002
2629.0,Rudra,1996-09-12,Bus and Binzel 2002
2631.0,Zhejiang,1994-11-16,Bus and Binzel 2002
2635.0,Huggins,1996-09-09,Bus and Binzel 2002
2640.0,Hallstrom,1997-05-29,Bus and Binzel 2002
2653.0,Principia,1997-04-13,Bus and Binzel 2002
2659.0,Millis,1997-04-08,Bus and Binzel 2002
2675.0,Tolkien,1998-01-06,Bus and Binzel 2002
2681.0,Ostrovskij,1995-02-10,Bus and Binzel 2002
2703.0,Rodari,1996-09-06,Bus and Binzel 2002
2703.0,Rodari,1996-09-08,Bus and Binzel 2002
2704.0,Julian Loewe,1997-05-28,Bus and Binzel 2002
2708.0,Burns,1999-03-24,Bus and Binzel 2002
2709.0,Sagan,1996-10-13,Bus and Binzel 2002
2715.0,Mielikki,1995-05-10,Bus and Binzel 2002
2720.0,Pyotr Pervyj,1995-02-07,Bus and Binzel 2002
2724.0,Orlov,1995-02-09,Bus and Binzel 2002
2730.0,Barks,1995-12-14,Bus and Binzel 2002
2732.0,Witt,1995-05-14,Bus and Binzel 2002
2733.0,Hamina,1999-03-23,Bus and Binzel 2002
2736.0,Ops,1997-11-23,Bus and Binzel 2002
2737.0,Kotka,1997-01-22,Bus and Binzel 2002
2737.0,Kotka,1997-04-08,Bus and Binzel 2002
2744.0,Birgitta,1996-09-11,Bus and Binzel 2002
2746.0,Hissao,1996-12-02,Bus and Binzel 2002
2748.0,Patrick Gene,1996-09-12,Bus and Binzel 2002
2750.0,Loviisa,1997-01-22,Bus and Binzel 2002
2754.0,Efimov,1996-12-01,Bus and Binzel 2002
2762.0,Fowler,1999-03-24,Bus and Binzel 2002
2763.0,Jeans,1997-11-23,Bus and Binzel 2002
2772.0,Dugan,1994-01-05,Bus and Binzel 2002
2778.0,Tangshan,1998-03-28,Bus and Binzel 2002
2789.0,Foshan,1997-01-19,Bus and Binzel 2002
2791.0,Paradise,1998-10-13,Bus and Binzel 2002
2795.0,Lepage,1996-09-09,Bus and Binzel 2002
2801.0,Huygens,1994-03-31,Bus and Binzel 2002
2807.0,Karl Marx,1994-03-28,Bus and Binzel 2002
2809.0,Vernadskij,1993-08-23,Bus and Binzel 2002
2813.0,Zappala,1994-02-23,Bus and Binzel 2002
2816.0,Pien,1996-11-30,Bus and Binzel 2002
2818.0,Juvenalis,1995-02-11,Bus and Binzel 2002
2827.0,Vellamo,1998-01-07,Bus and Binzel 2002
2834.0,Christy Carol,1994-02-23,Bus and Binzel 2002
2840.0,Kallavesi,1997-11-23,Bus and Binzel 2002
2850.0,Mozhaiskij,1993-08-22,Bus and Binzel 2002
2851.0,Harbin,1996-04-29,Bus and Binzel 2002
2852.0,Declercq,1995-09-03,Bus and Binzel 2002
2855.0,Bastian,1994-02-20,Bus and Binzel 2002
2857.0,NOT,1996-09-12,Bus and Binzel 2002
2861.0,Lambrecht,1996-10-12,Bus and Binzel 2002
2864.0,Soderblom,1997-04-11,Bus and Binzel 2002
2872.0,Gentelec,1997-04-09,Bus and Binzel 2002
2873.0,Binzel,1993-08-23,Bus and Binzel 2002
2873.0,Binzel,1999-03-24,Bus and Binzel 2002
2874.0,Jim Young,1997-01-17,Bus and Binzel 2002
2875.0,Lagerkvist,1997-02-27,Bus and Binzel 2002
2879.0,Shimizu,1995-12-15,Bus and Binzel 2002
2881.0,Meiden,1997-05-30,Bus and Binzel 2002
2892.0,Filipenko,1994-02-25,Bus and Binzel 2002
2902.0,Westerlund,1997-05-28,Bus and Binzel 2002
2902.0,Westerlund,1997-05-30,Bus and Binzel 2002
2905.0,Plaskett,1994-11-14,Bus and Binzel 2002
2906.0,Caltech,1994-02-24,Bus and Binzel 2002
2911.0,Miahelena,1994-01-06,Bus and Binzel 2002
2911.0,Miahelena,1994-02-23,Bus and Binzel 2002
2911.0,Miahelena,1994-03-31,Bus and Binzel 2002
2912.0,Lapalma,1997-01-17,Bus and Binzel 2002
2917.0,Sawyer Hogg,1996-01-29,Bus and Binzel 2002
2925.0,Beatty,1994-03-31,Bus and Binzel 2002
2929.0,Harris,1994-03-28,Bus and Binzel 2002
2930.0,Euripides,1994-01-05,Bus and Binzel 2002
2930.0,Euripides,1994-01-07,Bus and Binzel 2002
2934.0,Aristophanes,1994-11-16,Bus and Binzel 2002
2949.0,Kaverznev,1996-09-06,Bus and Binzel 2002
2952.0,Lilliputia,1997-11-22,Bus and Binzel 2002
2953.0,Vysheslavia,1995-02-07,Bus and Binzel 2002
2955.0,Newburn,1995-02-09,Bus and Binzel 2002
2956.0,Yeomans,1996-05-01,Bus and Binzel 2002
2957.0,Tatsuo,1997-01-20,Bus and Binzel 2002
2973.0,Paola,1994-02-24,Bus and Binzel 2002
2977.0,Chivilikhin,1995-02-07,Bus and Binzel 2002
2988.0,Korhonen,1994-02-24,Bus and Binzel 2002
2996.0,Bowman,1994-02-22,Bus and Binzel 2002
3000.0,Leonardo,1995-02-07,Bus and Binzel 2002
3007.0,Reaves,1999-03-24,Bus and Binzel 2002
3020.0,Naudts,1996-12-02,Bus and Binzel 2002
3028.0,Zhangguoxi,1995-12-11,Bus and Binzel 2002
3037.0,Alku,1995-12-10,Bus and Binzel 2002
3040.0,Kozai,1994-02-19,Bus and Binzel 2002
3060.0,Delcano,1996-09-09,Bus and Binzel 2002
3065.0,Sarahill,1997-01-20,Bus and Binzel 2002
3074.0,Popov,1998-01-06,Bus and Binzel 2002
3085.0,Donna,1997-11-22,Bus and Binzel 2002
3090.0,Tjossem,1994-02-20,Bus and Binzel 2002
3096.0,Bezruc,1994-11-14,Bus and Binzel 2002
3121.0,Tamines,1996-11-28,Bus and Binzel 2002
3137.0,Horky,1997-11-24,Bus and Binzel 2002
3151.0,Talbot,1994-11-14,Bus and Binzel 2002
3155.0,Lee,1997-04-12,Bus and Binzel 2002
3169.0,Ostro,1999-03-24,Bus and Binzel 2002
3170.0,Dzhanibekov,1994-11-14,Bus and Binzel 2002
3175.0,Netto,1997-11-24,Bus and Binzel 2002
3179.0,Beruti,1994-02-24,Bus and Binzel 2002
3181.0,Ahnert,1997-01-17,Bus and Binzel 2002
3192.0,A'Hearn,1997-04-07,Bus and Binzel 2002
3192.0,A'Hearn,1997-04-08,Bus and Binzel 2002
