number,name,date_obs,shortbib
75.0,Eurydike,1995-02-10,Bus and Binzel 2002
76.0,Freia,1996-04-20,Bus and Binzel 2002
77.0,Frigga,1997-09-13,Bus and Binzel 2002
78.0,Diana,1998-01-08,Bus and Binzel 2002
79.0,Eurynome,1997-11-22,Bus and Binzel 2002
80.0,Sappho,1996-04-29,Bus and Binzel 2002
81.0,Terpsichore,1995-12-11,Bus and Binzel 2002
82.0,Alkmene,1996-09-08,Bus and Binzel 2002
83.0,Beatrix,1997-02-23,Bus and Binzel 2002
84.0,Klio,1994-01-06,Bus and Binzel 2002
85.0,Io,1995-12-08,Bus and Binzel 2002
87.0,Sylvia,1996-04-21,Bus and Binzel 2002
88.0,Thisbe,1996-09-09,Bus and Binzel 2002
89.0,Julia,1999-03-24,Bus and Binzel 2002
90.0,Antiope,1994-11-14,Bus and Binzel 2002
91.0,Aegina,1997-01-22,Bus and Binzel 2002
91.0,Aegina,1997-02-27,Bus and Binzel 2002
92.0,Undina,1994-11-17,Bus and Binzel 2002
93.0,Minerva,1995-10-27,Bus and Binzel 2002
94.0,Aurora,1998-01-08,Bus and Binzel 2002
95.0,Arethusa,1996-09-08,Bus and Binzel 2002
96.0,Aegle,1996-04-22,Bus and Binzel 2002
96.0,Aegle,1996-04-23,Bus and Binzel 2002
96.0,Aegle,1998-10-15,Bus and Binzel 2002
98.0,Ianthe,1998-10-13,Bus and Binzel 2002
99.0,Dike,1994-02-20,Bus and Binzel 2002
99.0,Dike,1994-02-24,Bus and Binzel 2002
99.0,Dike,1994-03-30,Bus and Binzel 2002
100.0,Hekate,1994-11-05,Bus and Binzel 2002
101.0,Helena,1995-02-11,Bus and Binzel 2002
102.0,Miriam,1996-02-07,Bus and Binzel 2002
103.0,Hera,1996-04-21,Bus and Binzel 2002
104.0,Klymene,1999-03-24,Bus and Binzel 2002
105.0,Artemis,1996-11-29,Bus and Binzel 2002
106.0,Dione,1994-02-20,Bus and Binzel 2002
107.0,Camilla,1994-03-31,Bus and Binzel 2002
108.0,Hecuba,1996-04-19,Bus and Binzel 2002
109.0,Felicitas,1999-03-23,Bus and Binzel 2002
110.0,Lydia,1997-04-07,Bus and Binzel 2002
111.0,Ate,1996-09-06,Bus and Binzel 2002
112.0,Iphigenia,1997-04-07,Bus and Binzel 2002
113.0,Amalthea,1996-04-24,Bus and Binzel 2002
114.0,Kassandra,1995-12-11,Bus and Binzel 2002
115.0,Thyra,1994-03-30,Bus and Binzel 2002
116.0,Sirona,1996-10-15,Bus and Binzel 2002
117.0,Lomia,1997-01-22,Bus and Binzel 2002
118.0,Peitho,1997-01-17,Bus and Binzel 2002
119.0,Althaea,1996-01-29,Bus and Binzel 2002
119.0,Althaea,1996-04-21,Bus and Binzel 2002
120.0,Lachesis,1997-01-22,Bus and Binzel 2002
121.0,Hermione,1997-01-19,Bus and Binzel 2002
122.0,Gerda,1997-02-22,Bus and Binzel 2002
123.0,Brunhild,1994-03-28,Bus and Binzel 2002
124.0,Alkeste,1996-11-29,Bus and Binzel 2002
125.0,Liberatrix,1995-09-02,Bus and Binzel 2002
125.0,Liberatrix,1997-04-08,Bus and Binzel 2002
127.0,Johanna,1996-10-15,Bus and Binzel 2002
128.0,Nemesis,1996-01-29,Bus and Binzel 2002
129.0,Antigone,1996-12-01,Bus and Binzel 2002
130.0,Elektra,1994-02-19,Bus and Binzel 2002
131.0,Vala,1997-01-22,Bus and Binzel 2002
132.0,Aethra,1996-09-06,Bus and Binzel 2002
132.0,Aethra,1996-09-09,Bus and Binzel 2002
133.0,Cyrene,1998-01-08,Bus and Binzel 2002
134.0,Sophrosyne,1994-01-07,Bus and Binzel 2002
134.0,Sophrosyne,1994-02-19,Bus and Binzel 2002
135.0,Hertha,1995-05-10,Bus and Binzel 2002
136.0,Austria,1994-01-05,Bus and Binzel 2002
139.0,Juewa,1995-09-02,Bus and Binzel 2002
140.0,Siwa,1995-05-11,Bus and Binzel 2002
141.0,Lumen,1995-12-08,Bus and Binzel 2002
142.0,Polana,1996-04-25,Bus and Binzel 2002
143.0,Adria,1996-10-15,Bus and Binzel 2002
143.0,Adria,1996-10-16,Bus and Binzel 2002
144.0,Vibilia,1994-01-06,Bus and Binzel 2002
144.0,Vibilia,1994-01-07,Bus and Binzel 2002
144.0,Vibilia,1994-02-24,Bus and Binzel 2002
145.0,Adeona,1994-11-15,Bus and Binzel 2002
146.0,Lucina,1995-02-07,Bus and Binzel 2002
146.0,Lucina,1996-04-24,Bus and Binzel 2002
147.0,Protogeneia,1996-04-22,Bus and Binzel 2002
147.0,Protogeneia,1996-04-23,Bus and Binzel 2002
148.0,Gallia,1997-04-07,Bus and Binzel 2002
150.0,Nuwa,1994-11-05,Bus and Binzel 2002
151.0,Abundantia,1997-01-18,Bus and Binzel 2002
152.0,Atala,1998-12-08,Bus and Binzel 2002
152.0,Atala,1999-03-23,Bus and Binzel 2002
153.0,Hilda,1997-04-07,Bus and Binzel 2002
154.0,Bertha,1997-02-24,Bus and Binzel 2002
154.0,Bertha,1997-04-07,Bus and Binzel 2002
156.0,Xanthippe,1996-09-12,Bus and Binzel 2002
158.0,Koronis,1997-01-22,Bus and Binzel 2002
159.0,Aemilia,1995-12-15,Bus and Binzel 2002
160.0,Una,1996-10-15,Bus and Binzel 2002
161.0,Athor,1995-12-11,Bus and Binzel 2002
162.0,Laurentia,1996-04-18,Bus and Binzel 2002
163.0,Erigone,1996-04-21,Bus and Binzel 2002
164.0,Eva,1997-11-24,Bus and Binzel 2002
165.0,Loreley,1996-04-25,Bus and Binzel 2002
166.0,Rhodope,1997-02-24,Bus and Binzel 2002
167.0,Urda,1994-01-05,Bus and Binzel 2002
168.0,Sibylla,1997-02-24,Bus and Binzel 2002
169.0,Zelia,1997-01-18,Bus and Binzel 2002
170.0,Maria,1998-10-14,Bus and Binzel 2002
171.0,Ophelia,1994-02-19,Bus and Binzel 2002
171.0,Ophelia,1994-02-22,Bus and Binzel 2002
171.0,Ophelia,1994-02-24,Bus and Binzel 2002
172.0,Baucis,1998-01-07,Bus and Binzel 2002
173.0,Ino,1994-03-27,Bus and Binzel 2002
173.0,Ino,1994-04-01,Bus and Binzel 2002
174.0,Phaedra,1996-04-20,Bus and Binzel 2002
175.0,Andromache,1997-02-26,Bus and Binzel 2002
176.0,Iduna,1995-05-10,Bus and Binzel 2002
177.0,Irma,1999-03-24,Bus and Binzel 2002
178.0,Belisana,1998-01-08,Bus and Binzel 2002
179.0,Klytaemnestra,1995-12-10,Bus and Binzel 2002
180.0,Garumna,1998-12-09,Bus and Binzel 2002
181.0,Eucharis,1997-09-13,Bus and Binzel 2002
182.0,Elsa,1998-03-28,Bus and Binzel 2002
183.0,Istria,1996-04-24,Bus and Binzel 2002
184.0,Dejopeja,1997-02-24,Bus and Binzel 2002
185.0,Eunike,1996-04-20,Bus and Binzel 2002
186.0,Celuta,1997-04-07,Bus and Binzel 2002
187.0,Lamberta,1998-01-07,Bus and Binzel 2002
188.0,Menippe,1993-08-22,Bus and Binzel 2002
188.0,Menippe,1996-02-07,Bus and Binzel 2002
189.0,Phthia,1998-01-08,Bus and Binzel 2002
190.0,Ismene,1997-01-18,Bus and Binzel 2002
191.0,Kolga,1998-01-08,Bus and Binzel 2002
192.0,Nausikaa,1994-01-05,Bus and Binzel 2002
192.0,Nausikaa,1994-01-06,Bus and Binzel 2002
192.0,Nausikaa,1994-04-01,Bus and Binzel 2002
193.0,Ambrosia,1995-12-09,Bus and Binzel 2002
194.0,Prokne,1994-03-27,Bus and Binzel 2002
194.0,Prokne,1994-03-31,Bus and Binzel 2002
195.0,Eurykleia,1994-11-17,Bus and Binzel 2002
196.0,Philomela,1995-05-13,Bus and Binzel 2002
197.0,Arete,1996-02-09,Bus and Binzel 2002
198.0,Ampella,1997-02-23,Bus and Binzel 2002
199.0,Byblis,1997-02-22,Bus and Binzel 2002
200.0,Dynamene,1994-01-07,Bus and Binzel 2002
201.0,Penelope,1995-02-09,Bus and Binzel 2002
205.0,Martha,1995-10-27,Bus and Binzel 2002
206.0,Hersilia,1995-02-09,Bus and Binzel 2002
207.0,Hedda,1995-05-13,Bus and Binzel 2002
208.0,Lacrimosa,1995-05-10,Bus and Binzel 2002
209.0,Dido,1994-02-20,Bus and Binzel 2002
210.0,Isabella,1996-09-12,Bus and Binzel 2002
211.0,Isolda,1996-10-12,Bus and Binzel 2002
213.0,Lilaea,1996-10-16,Bus and Binzel 2002
214.0,Aschera,1994-02-22,Bus and Binzel 2002
216.0,Kleopatra,1994-11-05,Bus and Binzel 2002
221.0,Eos,1994-11-15,Bus and Binzel 2002
226.0,Weringia,1995-12-15,Bus and Binzel 2002
228.0,Agathe,1998-01-07,Bus and Binzel 2002
230.0,Athamantis,1996-11-28,Bus and Binzel 2002
233.0,Asterope,1998-01-07,Bus and Binzel 2002
234.0,Barbara,1997-04-06,Bus and Binzel 2002
234.0,Barbara,1997-04-07,Bus and Binzel 2002
236.0,Honoria,1996-04-18,Bus and Binzel 2002
236.0,Honoria,1996-04-19,Bus and Binzel 2002
236.0,Honoria,1997-04-08,Bus and Binzel 2002
237.0,Coelestina,1996-11-29,Bus and Binzel 2002
238.0,Hypatia,1997-04-08,Bus and Binzel 2002
240.0,Vanadis,1995-05-09,Bus and Binzel 2002
241.0,Germania,1998-01-07,Bus and Binzel 2002
242.0,Kriemhild,1997-01-22,Bus and Binzel 2002
243.0,Ida,1997-01-17,Bus and Binzel 2002
244.0,Sita,1995-02-07,Bus and Binzel 2002
245.0,Vera,1994-03-31,Bus and Binzel 2002
246.0,Asporina,1994-01-07,Bus and Binzel 2002
246.0,Asporina,1996-04-18,Bus and Binzel 2002
246.0,Asporina,1996-04-19,Bus and Binzel 2002
247.0,Eukrate,1994-02-20,Bus and Binzel 2002
250.0,Bettina,1994-02-19,Bus and Binzel 2002
253.0,Mathilde,1995-02-07,Bus and Binzel 2002
253.0,Mathilde,1995-02-08,Bus and Binzel 2002
253.0,Mathilde,1996-04-24,Bus and Binzel 2002
257.0,Silesia,1996-04-18,Bus and Binzel 2002
257.0,Silesia,1996-04-19,Bus and Binzel 2002
258.0,Tyche,1998-01-07,Bus and Binzel 2002
259.0,Aletheia,1997-04-13,Bus and Binzel 2002
261.0,Prymno,1994-01-06,Bus and Binzel 2002
263.0,Dresda,1993-08-22,Bus and Binzel 2002
264.0,Libussa,1995-12-08,Bus and Binzel 2002
266.0,Aline,1995-05-13,Bus and Binzel 2002
267.0,Tirza,1995-12-09,Bus and Binzel 2002
269.0,Justitia,1994-11-17,Bus and Binzel 2002
272.0,Antonia,1994-01-05,Bus and Binzel 2002
275.0,Sapientia,1996-10-15,Bus and Binzel 2002
278.0,Paulina,1995-10-28,Bus and Binzel 2002
279.0,Thule,1997-02-22,Bus and Binzel 2002
281.0,Lucretia,1997-05-26,Bus and Binzel 2002
282.0,Clorinde,1997-04-14,Bus and Binzel 2002
284.0,Amalia,1995-12-14,Bus and Binzel 2002
286.0,Iclea,1996-04-21,Bus and Binzel 2002
288.0,Glauke,1996-04-21,Bus and Binzel 2002
289.0,Nenetta,1997-04-13,Bus and Binzel 2002
295.0,Theresia,1996-04-30,Bus and Binzel 2002
301.0,Bavaria,1996-01-29,Bus and Binzel 2002
304.0,Olga,1996-04-18,Bus and Binzel 2002
304.0,Olga,1996-04-19,Bus and Binzel 2002
306.0,Unitas,1995-02-08,Bus and Binzel 2002
308.0,Polyxo,1995-02-09,Bus and Binzel 2002
308.0,Polyxo,1996-02-08,Bus and Binzel 2002
310.0,Margarita,1995-02-12,Bus and Binzel 2002
312.0,Pierretta,1995-12-08,Bus and Binzel 2002
317.0,Roxane,1995-12-09,Bus and Binzel 2002
321.0,Florentina,1994-11-15,Bus and Binzel 2002
322.0,Phaeo,1996-01-29,Bus and Binzel 2002
327.0,Columbia,1996-10-17,Bus and Binzel 2002
331.0,Etheridgea,1997-05-26,Bus and Binzel 2002
332.0,Siri,1996-10-16,Bus and Binzel 2002
335.0,Roberta,1995-02-08,Bus and Binzel 2002
336.0,Lacadiera,1996-04-30,Bus and Binzel 2002
337.0,Devosa,1997-05-26,Bus and Binzel 2002
338.0,Budrosa,1994-02-20,Bus and Binzel 2002
339.0,Dorothea,1994-02-23,Bus and Binzel 2002
339.0,Dorothea,1994-04-01,Bus and Binzel 2002
342.0,Endymion,1995-12-08,Bus and Binzel 2002
345.0,Tercidina,1995-12-14,Bus and Binzel 2002
346.0,Hermentaria,1997-02-22,Bus and Binzel 2002
346.0,Hermentaria,1997-04-08,Bus and Binzel 2002
348.0,May,1994-11-05,Bus and Binzel 2002
349.0,Dembowska,1996-12-01,Bus and Binzel 2002
352.0,Gisela,1997-02-22,Bus and Binzel 2002
352.0,Gisela,1997-04-07,Bus and Binzel 2002
353.0,Ruperto-Carola,1997-02-22,Bus and Binzel 2002
353.0,Ruperto-Carola,1997-04-09,Bus and Binzel 2002
354.0,Eleonora,1995-10-27,Bus and Binzel 2002
354.0,Eleonora,1997-02-22,Bus and Binzel 2002
355.0,Gabriella,1994-02-25,Bus and Binzel 2002
358.0,Apollonia,1994-11-05,Bus and Binzel 2002
359.0,Georgia,1995-12-08,Bus and Binzel 2002
360.0,Carlova,1995-12-09,Bus and Binzel 2002
363.0,Padua,1996-10-21,Bus and Binzel 2002
365.0,Corduba,1996-04-24,Bus and Binzel 2002
366.0,Vincentina,1997-01-18,Bus and Binzel 2002
371.0,Bohemia,1993-08-22,Bus and Binzel 2002
371.0,Bohemia,1993-08-23,Bus and Binzel 2002
371.0,Bohemia,1994-01-05,Bus and Binzel 2002
372.0,Palma,1995-12-10,Bus and Binzel 2002
374.0,Burgundia,1995-10-27,Bus and Binzel 2002
375.0,Ursula,1995-02-10,Bus and Binzel 2002
376.0,Geometria,1998-01-08,Bus and Binzel 2002
377.0,Campania,1997-04-10,Bus and Binzel 2002
378.0,Holmia,1995-10-28,Bus and Binzel 2002
379.0,Huenna,1994-01-06,Bus and Binzel 2002
379.0,Huenna,1995-02-07,Bus and Binzel 2002
379.0,Huenna,1995-05-15,Bus and Binzel 2002
381.0,Myrrha,1995-12-09,Bus and Binzel 2002
383.0,Janina,1994-01-06,Bus and Binzel 2002
384.0,Burdigala,1997-01-18,Bus and Binzel 2002
386.0,Siegena,1994-03-28,Bus and Binzel 2002
386.0,Siegena,1994-03-31,Bus and Binzel 2002
387.0,Aquitania,1996-10-21,Bus and Binzel 2002
388.0,Charybdis,1997-01-22,Bus and Binzel 2002
389.0,Industria,1995-02-08,Bus and Binzel 2002
391.0,Ingeborg,1996-04-18,Bus and Binzel 2002
392.0,Wilhelmina,1995-05-13,Bus and Binzel 2002
393.0,Lampetia,1995-05-09,Bus and Binzel 2002
394.0,Arduina,1995-09-02,Bus and Binzel 2002
394.0,Arduina,1995-10-28,Bus and Binzel 2002
395.0,Delia,1996-10-16,Bus and Binzel 2002
396.0,Aeolia,1995-12-09,Bus and Binzel 2002
397.0,Vienna,1994-02-23,Bus and Binzel 2002
398.0,Admete,1995-02-11,Bus and Binzel 2002
399.0,Persephone,1995-12-08,Bus and Binzel 2002
402.0,Chloe,1997-01-22,Bus and Binzel 2002
403.0,Cyane,1996-10-21,Bus and Binzel 2002
404.0,Arsinoe,1995-02-07,Bus and Binzel 2002
405.0,Thia,1995-09-02,Bus and Binzel 2002
409.0,Aspasia,1995-12-10,Bus and Binzel 2002
410.0,Chloris,1995-12-09,Bus and Binzel 2002
412.0,Elisabetha,1995-12-09,Bus and Binzel 2002
413.0,Edburga,1997-04-07,Bus and Binzel 2002
414.0,Liriope,1995-05-15,Bus and Binzel 2002
416.0,Vaticana,1995-09-03,Bus and Binzel 2002
417.0,Suevia,1996-09-09,Bus and Binzel 2002
423.0,Diotima,1995-02-10,Bus and Binzel 2002
425.0,Cornelia,1994-11-17,Bus and Binzel 2002
431.0,Nephele,1998-01-08,Bus and Binzel 2002
432.0,Pythia,1994-03-27,Bus and Binzel 2002
432.0,Pythia,1994-04-01,Bus and Binzel 2002
432.0,Pythia,1995-12-09,Bus and Binzel 2002
434.0,Hungaria,1995-02-11,Bus and Binzel 2002
441.0,Bathilde,1996-09-12,Bus and Binzel 2002
442.0,Eichsfeldia,1996-04-18,Bus and Binzel 2002
443.0,Photographica,1996-11-26,Bus and Binzel 2002
444.0,Gyptis,1995-02-11,Bus and Binzel 2002
446.0,Aeternitas,1994-01-06,Bus and Binzel 2002
446.0,Aeternitas,1994-01-07,Bus and Binzel 2002
446.0,Aeternitas,1994-02-23,Bus and Binzel 2002
453.0,Tea,1997-04-07,Bus and Binzel 2002
456.0,Abnoba,1995-10-27,Bus and Binzel 2002
458.0,Hercynia,1994-11-13,Bus and Binzel 2002
458.0,Hercynia,1994-11-15,Bus and Binzel 2002
460.0,Scania,1995-12-09,Bus and Binzel 2002
462.0,Eriphyla,1994-01-06,Bus and Binzel 2002
464.0,Megaira,1996-01-29,Bus and Binzel 2002
470.0,Kilia,1997-01-17,Bus and Binzel 2002
471.0,Papagena,1997-02-23,Bus and Binzel 2002
476.0,Hedwig,1998-01-08,Bus and Binzel 2002
477.0,Italia,1997-04-13,Bus and Binzel 2002
478.0,Tergeste,1995-09-02,Bus and Binzel 2002
479.0,Caprera,1995-12-09,Bus and Binzel 2002
481.0,Emita,1996-11-30,Bus and Binzel 2002
484.0,Pittsburghia,1995-12-09,Bus and Binzel 2002
485.0,Genua,1995-09-02,Bus and Binzel 2002
490.0,Veritas,1994-11-13,Bus and Binzel 2002
491.0,Carina,1996-04-19,Bus and Binzel 2002
494.0,Virtus,1995-12-12,Bus and Binzel 2002
494.0,Virtus,1995-12-14,Bus and Binzel 2002
496.0,Gryphia,1996-11-28,Bus and Binzel 2002
503.0,Evelyn,1996-10-18,Bus and Binzel 2002
504.0,Cora,1994-02-25,Bus and Binzel 2002
507.0,Laodica,1996-11-29,Bus and Binzel 2002
509.0,Iolanda,1997-01-19,Bus and Binzel 2002
511.0,Davida,1996-12-02,Bus and Binzel 2002
512.0,Taurinensis,1997-05-22,Bus and Binzel 2002
512.0,Taurinensis,1997-05-27,Bus and Binzel 2002
513.0,Centesima,1994-02-23,Bus and Binzel 2002
515.0,Athalia,1999-03-23,Bus and Binzel 2002
516.0,Amherstia,1995-09-04,Bus and Binzel 2002
519.0,Sylvania,1996-09-08,Bus and Binzel 2002
521.0,Brixia,1994-11-13,Bus and Binzel 2002
523.0,Ada,1995-12-09,Bus and Binzel 2002
527.0,Euryanthe,1996-12-01,Bus and Binzel 2002
531.0,Zerlina,1997-04-08,Bus and Binzel 2002
532.0,Herculina,1995-12-08,Bus and Binzel 2002
532.0,Herculina,1996-04-21,Bus and Binzel 2002
533.0,Sara,1994-11-05,Bus and Binzel 2002
534.0,Nassovia,1994-11-15,Bus and Binzel 2002
539.0,Pamina,1995-09-02,Bus and Binzel 2002
541.0,Deborah,1997-01-19,Bus and Binzel 2002
543.0,Charlotte,1995-10-28,Bus and Binzel 2002
545.0,Messalina,1995-12-15,Bus and Binzel 2002
547.0,Praxedis,1996-10-15,Bus and Binzel 2002
547.0,Praxedis,1996-10-16,Bus and Binzel 2002
551.0,Ortrud,1997-01-17,Bus and Binzel 2002
553.0,Kundry,1996-04-30,Bus and Binzel 2002
554.0,Peraga,1997-02-22,Bus and Binzel 2002
555.0,Norma,1996-05-01,Bus and Binzel 2002
556.0,Phyllis,1996-09-08,Bus and Binzel 2002
559.0,Nanon,1995-05-09,Bus and Binzel 2002
560.0,Delila,1995-12-08,Bus and Binzel 2002
563.0,Suleika,1994-03-30,Bus and Binzel 2002
564.0,Dudu,1996-04-21,Bus and Binzel 2002
569.0,Misa,1995-05-14,Bus and Binzel 2002
570.0,Kythera,1997-04-08,Bus and Binzel 2002
571.0,Dulcinea,1995-12-10,Bus and Binzel 2002
572.0,Rebekka,1997-05-27,Bus and Binzel 2002
578.0,Happelia,1994-03-28,Bus and Binzel 2002
579.0,Sidonia,1995-12-08,Bus and Binzel 2002
581.0,Tauntonia,1994-03-27,Bus and Binzel 2002
581.0,Tauntonia,1995-05-15,Bus and Binzel 2002
584.0,Semiramis,1997-02-23,Bus and Binzel 2002
586.0,Thekla,1994-11-05,Bus and Binzel 2002
592.0,Bathseba,1996-04-20,Bus and Binzel 2002
596.0,Scheila,1996-04-21,Bus and Binzel 2002
597.0,Bandusia,1995-12-09,Bus and Binzel 2002
598.0,Octavia,1997-01-19,Bus and Binzel 2002
599.0,Luisa,1995-12-10,Bus and Binzel 2002
600.0,Musa,1995-12-10,Bus and Binzel 2002
601.0,Nerthus,1994-03-28,Bus and Binzel 2002
604.0,Tekmessa,1996-05-01,Bus and Binzel 2002
606.0,Brangane,1996-04-23,Bus and Binzel 2002
611.0,Valeria,1997-04-09,Bus and Binzel 2002
614.0,Pia,1996-02-07,Bus and Binzel 2002
622.0,Esther,1996-09-06,Bus and Binzel 2002
625.0,Xenia,1994-03-28,Bus and Binzel 2002
626.0,Notburga,1998-01-07,Bus and Binzel 2002
627.0,Charis,1997-04-15,Bus and Binzel 2002
629.0,Bernardina,1996-04-20,Bus and Binzel 2002
631.0,Philippina,1996-04-23,Bus and Binzel 2002
633.0,Zelima,1994-02-23,Bus and Binzel 2002
634.0,Ute,1997-05-27,Bus and Binzel 2002
638.0,Moira,1995-12-09,Bus and Binzel 2002
642.0,Clara,1994-01-05,Bus and Binzel 2002
649.0,Josefa,1994-01-05,Bus and Binzel 2002
653.0,Berenike,1997-01-22,Bus and Binzel 2002
654.0,Zelinda,1994-11-05,Bus and Binzel 2002
661.0,Cloelia,1995-12-08,Bus and Binzel 2002
668.0,Dora,1995-02-07,Bus and Binzel 2002
670.0,Ottegebe,1996-04-23,Bus and Binzel 2002
671.0,Carnegia,1997-01-22,Bus and Binzel 2002
673.0,Edda,1996-02-08,Bus and Binzel 2002
674.0,Rachele,1998-10-15,Bus and Binzel 2002
675.0,Ludmilla,1996-10-15,Bus and Binzel 2002
677.0,Aaltje,1996-04-20,Bus and Binzel 2002
678.0,Fredegundis,1995-12-10,Bus and Binzel 2002
679.0,Pax,1997-02-24,Bus and Binzel 2002
687.0,Tinette,1995-12-09,Bus and Binzel 2002
688.0,Melanie,1997-04-12,Bus and Binzel 2002
699.0,Hela,1995-12-09,Bus and Binzel 2002
702.0,Alauda,1996-10-12,Bus and Binzel 2002
704.0,Interamnia,1998-01-07,Bus and Binzel 2002
705.0,Erminia,1997-04-14,Bus and Binzel 2002
706.0,Hirundo,1996-10-17,Bus and Binzel 2002
712.0,Boliviana,1994-03-30,Bus and Binzel 2002
713.0,Luscinia,1995-12-12,Bus and Binzel 2002
713.0,Luscinia,1995-12-14,Bus and Binzel 2002
715.0,Transvaalia,1996-11-30,Bus and Binzel 2002
716.0,Berkeley,1996-11-29,Bus and Binzel 2002
718.0,Erida,1994-02-25,Bus and Binzel 2002
720.0,Bohlinia,1996-02-09,Bus and Binzel 2002
723.0,Hammonia,1997-05-23,Bus and Binzel 2002
723.0,Hammonia,1997-05-24,Bus and Binzel 2002
729.0,Watsonia,1995-02-11,Bus and Binzel 2002
731.0,Sorga,1995-05-15,Bus and Binzel 2002
735.0,Marghanna,1996-02-08,Bus and Binzel 2002
737.0,Arequipa,1997-02-22,Bus and Binzel 2002
739.0,Mandeville,1995-02-09,Bus and Binzel 2002
741.0,Botolphia,1996-10-21,Bus and Binzel 2002
742.0,Edisona,1996-02-08,Bus and Binzel 2002
743.0,Eugenisis,1995-09-04,Bus and Binzel 2002
747.0,Winchester,1997-04-12,Bus and Binzel 2002
749.0,Malzovia,1997-02-24,Bus and Binzel 2002
749.0,Malzovia,1997-04-07,Bus and Binzel 2002
751.0,Faina,1994-02-19,Bus and Binzel 2002
753.0,Tiflis,1996-11-28,Bus and Binzel 2002
754.0,Malabar,1997-05-25,Bus and Binzel 2002
757.0,Portlandia,1997-01-19,Bus and Binzel 2002
759.0,Vinifera,1994-11-05,Bus and Binzel 2002
767.0,Bondia,1996-11-30,Bus and Binzel 2002
771.0,Libera,1995-12-08,Bus and Binzel 2002
773.0,Irmintraud,1997-04-07,Bus and Binzel 2002
776.0,Berbericia,1994-04-01,Bus and Binzel 2002
779.0,Nina,1995-12-09,Bus and Binzel 2002
781.0,Kartvelia,1997-04-15,Bus and Binzel 2002
782.0,Montefiore,1996-11-28,Bus and Binzel 2002
783.0,Nora,1997-05-25,Bus and Binzel 2002
784.0,Pickeringia,1996-04-25,Bus and Binzel 2002
785.0,Zwetana,1995-12-15,Bus and Binzel 2002
789.0,Lena,1994-11-15,Bus and Binzel 2002
792.0,Metcalfia,1996-04-22,Bus and Binzel 2002
792.0,Metcalfia,1996-04-24,Bus and Binzel 2002
793.0,Arizona,1996-04-24,Bus and Binzel 2002
795.0,Fini,1994-01-05,Bus and Binzel 2002
796.0,Sarita,1997-04-14,Bus and Binzel 2002
797.0,Montana,1997-04-14,Bus and Binzel 2002
804.0,Hispania,1995-12-09,Bus and Binzel 2002
808.0,Merxia,1995-05-13,Bus and Binzel 2002
808.0,Merxia,1996-09-06,Bus and Binzel 2002
808.0,Merxia,1996-09-08,Bus and Binzel 2002
814.0,Tauris,1997-04-12,Bus and Binzel 2002
815.0,Coppelia,1995-05-13,Bus and Binzel 2002
819.0,Barnardiana,1997-02-23,Bus and Binzel 2002
821.0,Fanny,1996-10-18,Bus and Binzel 2002
824.0,Anastasia,1996-04-18,Bus and Binzel 2002
824.0,Anastasia,1996-04-19,Bus and Binzel 2002
824.0,Anastasia,1996-04-21,Bus and Binzel 2002
825.0,Tanina,1996-04-23,Bus and Binzel 2002
826.0,Henrika,1996-02-08,Bus and Binzel 2002
844.0,Leontina,1996-11-29,Bus and Binzel 2002
845.0,Naema,1994-03-28,Bus and Binzel 2002
847.0,Agnia,1994-11-15,Bus and Binzel 2002
847.0,Agnia,1996-01-29,Bus and Binzel 2002
853.0,Nansenia,1997-04-12,Bus and Binzel 2002
853.0,Nansenia,1997-05-23,Bus and Binzel 2002
853.0,Nansenia,1997-05-24,Bus and Binzel 2002
856.0,Backlunda,1996-04-18,Bus and Binzel 2002
860.0,Ursina,1995-12-10,Bus and Binzel 2002
862.0,Franzia,1995-09-04,Bus and Binzel 2002
863.0,Benkoela,1997-01-17,Bus and Binzel 2002
866.0,Fatme,1994-02-25,Bus and Binzel 2002
868.0,Lova,1995-12-08,Bus and Binzel 2002
870.0,Manto,1995-05-15,Bus and Binzel 2002
872.0,Holda,1996-11-30,Bus and Binzel 2002
886.0,Washingtonia,1997-01-22,Bus and Binzel 2002
895.0,Helio,1995-12-08,Bus and Binzel 2002
897.0,Lysistrata,1995-09-03,Bus and Binzel 2002
898.0,Hildegard,1995-09-03,Bus and Binzel 2002
905.0,Universitas,1997-09-15,Bus and Binzel 2002
907.0,Rhoda,1995-02-11,Bus and Binzel 2002
908.0,Buda,1997-02-23,Bus and Binzel 2002
908.0,Buda,1997-04-07,Bus and Binzel 2002
910.0,Anneliese,1994-02-25,Bus and Binzel 2002
910.0,Anneliese,1995-05-13,Bus and Binzel 2002
912.0,Maritima,1996-04-20,Bus and Binzel 2002
913.0,Otila,1997-02-22,Bus and Binzel 2002
919.0,Ilsebill,1995-05-11,Bus and Binzel 2002
924.0,Toni,1995-12-14,Bus and Binzel 2002
925.0,Alphonsina,1998-10-15,Bus and Binzel 2002
929.0,Algunde,1997-04-11,Bus and Binzel 2002
930.0,Westphalia,1994-11-13,Bus and Binzel 2002
934.0,Thuringia,1995-02-08,Bus and Binzel 2002
941.0,Murray,1996-02-08,Bus and Binzel 2002
945.0,Barcelona,1998-01-07,Bus and Binzel 2002
950.0,Ahrensa,1994-03-30,Bus and Binzel 2002
951.0,Gaspra,1997-01-19,Bus and Binzel 2002
961.0,Gunnie,1996-10-18,Bus and Binzel 2002
965.0,Angelica,1996-05-01,Bus and Binzel 2002
