name,number,inst,run,filename
2014 NE63,,spex,sp201,au2014NE63.sp201n1.txt
2001 XH116,125739,spex,sp201,a125739.sp201n1.txt
2014 QO33,,spex,sp201,au2014QO33.sp201n1.txt
2003 EG16,,spex,sp201,au2003EG16.sp201n1.txt
Burbine,5159,spex,sp201,a005159.sp201n1.txt
2014 RC,,spex,sp201,au2014RC.sp201n2.txt
2005 ED318,423321,spex,sp92,au2005ED318.sp92.txt
2003 MJ4,495858,spex,sp92,au2003MJ4.sp92.txt
Proserpina,26,spex,sp92,a000026.sp92.txt
Kunlun,3613,spex,sp92,a003613.sp92.txt
Nanking,2078,spex,sp92,a002078.sp92.txt
Urania,30,spex,sp92,a000030.sp92.txt
Zephyr,12923,spex,sp92,a012923.sp92.txt
1999 JD6,85989,spex,sp92,a085989.sp92.txt
Hera,103,spex,sp92,a000103.sp92.txt
Glauke,288,spex,sp92,a000288.sp92.txt
Merxia,808,spex,sp92,a000808.sp92.txt
Bohemia,371,spex,sp92,a000371.sp92.txt
Hecuba,108,spex,sp92,a000108.sp92.txt
Erbisbuhl,3674,spex,sp92,a003674.sp92.txt
Arizona,793,spex,sp92,a000793.sp92.txt
Gretia,984,spex,sp92,a000984.sp92.txt
1988 PA,161998,spex,sp92,a161998.sp92.txt
Mnemosyne,57,spex,sp92,a000057.sp92.txt
Amphitrite,29,spex,sp92,a000029.sp92.txt
Laetitia,39,spex,sp92,a000039.sp92.txt
2000 KO44,241662,spex,sp92,a241662.sp92.txt
Alkmene,82,spex,sp92,a000082.sp92.txt
Garumna,180,spex,sp92,a000180.sp92.txt
Calingasta,3833,spex,sp92,a003833.sp92.txt
Althaea,119,spex,sp92,a000119.sp92.txt
1999 JV6,85990,spex,sp130,a085990.sp130.txt
Toro,1685,spex,sp17,a001685.sp17.txt
Cruithne,3753,spex,sp17,a003753.sp17.txt
2000 ED104,53789,spex,sp17,au2000ED104.sp17.txt
2002 QE15,142040,spex,sp17,au2002QE15.sp17.txt
2002 QH10,,spex,sp17,au2002QH10.sp17.txt
Eros,433,spex,sp17,a000433.sp17.txt
1999 HF1,137170,spex,sp17,au1999HF1.sp17.txt
2002 HK12,141593,spex,sp17,au2002HK12.sp17.txt
1998 RO1,66063,spex,sp17,au1998RO1.sp17.txt
1998 YP11,11398,spex,sp231,a011398.sp231.txt
2017 CS,,spex,sp231,au2017CS.sp231.txt
Volkonskaya,3703,spex,sp51,a003703.sp51.txt
Ganymed,1036,spex,sp51,a001036.sp51.txt
2003 YQ117,143947,spex,sp51,au2003YQ117.sp51.txt
Abehiroshi,5379,spex,sp51,a005379.sp51.txt
2006 HQ30,,spex,sp51,au2006HQ30.sp51.txt
2002 TC9,142464,spex,sp235,a142464.sp235.txt
2002 JS100,141670,spex,sp235,a141670.sp235.txt
2002 CF26,237805,spex,sp235,a237805.sp235.txt
Anteros,1943,spex,sp09,a001943.sp09.txt
1991 FA,11054,spex,sp09,a0011054.sp09.txt
2002 AV,,spex,sp09,au2002AV.sp09.txt
Ivar,1627,spex,sp09,a001627.sp09.txt
2002 AA,302311,spex,sp09,au2002AA.sp09.txt
Misterrogers,26858,spex,sp60,a026858.sp60.txt
Nemo,1640,spex,sp37,a001640.sp37.txt
Amundsenia,1065,spex,sp37,a001065.sp37.txt
Ganymed,1036,spex,sp37,a001036.sp37.txt
Wood,1660,spex,sp37,a001660.sp37.txt
Asporina,246,spex,sp37,a000246.sp37.txt
2005 CK38,144922,spex,sp37,au2005CK38.sp37.txt
Renzia,1204,spex,sp37,a001204.sp37.txt
Toro,1685,spex,sp37,a001685.sp37.txt
2002 PR87,112661,spex,sp256,a112661.sp256n2.txt
2015 PQ291,495615,spex,sp256,a495615.sp256n2.txt
2002 TD60,416186,spex,sp256,a416186.sp256n2.txt
2003 KN18,244670,spex,sp256,a244670.sp256n1.txt
2002 HK12,141593,spex,sp256,a141593.sp256n2.txt
2008 WX32,528650,spex,sp256,au2008wx32.sp256n1.txt
2003 SV222,326777,spex,sp256,a326777.sp256n1.txt
2011 JK,453778,spex,sp256,a453778.sp256n1.txt
Eros,433,spex,sp256,a000433.sp256n2.txt
Ganymed,1036,spex,sp256,a001036.sp256n1.txt
2019 HC,,spex,sp256,au2019hc.sp256n1.txt
2004 JA27,164211,spex,sp33,au2004JA27.sp33.txt
2004 TP1,612856,spex,sp33,au2004TP1.sp33.txt
2001 CC21,98943,spex,sp33,au2001CC21.sp33.txt
2001 SE170,163001,spex,sp33,au2001SE170.sp33.txt
2018 WX1,,spex,sp248,au2018wx1.sp248n2.txt
Friederike,538,spex,sp248,a538.sp248n1.txt
2010 GT7,,spex,sp248,au2010gt7.sp248n1.txt
2009 SV17,,spex,sp248,au2009sv17.sp248n1.txt
2018 WD2,,spex,sp248,au2018wd2.sp248n2.txt
2001 XT1,141053,spex,sp248,a141053.sp248n1.txt
2008 TQ2,523811,spex,sp248,a523811.sp248n1.txt
2009 JL1,518735,spex,sp248,a518735.sp248n1.txt
2013 GJ35,454177,spex,sp248,a454177.sp248n2.txt
2018 WT1,,spex,sp248,au2018wt1.sp248n2.txt
2002 EZ16,141498,spex,sp248,a141498.sp248n2.txt
2018 QN1,,spex,sp248,au2018qn1.sp248n2.txt
Hermes,69230,spex,sp273,a069230.sp273.txt
Ryugu,162173,spex,sp273,a162173.sp273.txt
Hannieschaft,85119,spex,sp273,a085119.sp273.txt
2016 VM4,564926,spex,sp273,au2016VM4.sp273.txt
2020 RB6,,spex,sp273,au2020RB6.sp273.txt
Lucianotesi,15817,spex,sp273,a015817.sp273.txt
2020 RF,,spex,sp273,au2020RF.sp273.txt
2017 DA36,,spex,sp228,au2017DA36.sp228.txt
2013 WT67,443103,spex,sp228,a443103.sp228.txt
2011 WO41,485652,spex,sp228,au2011WO41.sp228.txt
Toutatis,4179,spex,sp228,a004179.sp228.txt
2000 CE59,483422,spex,sp228,au2000CE59.sp228.txt
2000 SV20,370037,spex,sp02,au2000SV20.sp02.txt
2000 OG8,363075,spex,sp02,au2000OG8.sp02.txt
2000 GK137,86819,spex,sp02,au2000GK137.sp02.txt
2000 QL7,18172,spex,sp02,a018172.sp02.txt
2000 SP43,297418,spex,sp02,au2000SP43.sp02.txt
2000 SB8,495833,spex,sp02,au2000SB8.sp02.txt
1998 UP1,85770,spex,sp02,au1998UP1.sp02.txt
2000 LC16,17274,spex,sp02,a017274.sp02.txt
Blume,18106,spex,sp02,a018106.sp02.txt
2000 OG44,18916,spex,sp02,a018916.sp02.txt
Krok,3102,spex,sp02,a003102.sp02.txt
2000 DP107,185851,spex,sp02,au2000DP107.sp02.txt
2000 SA10,162581,spex,sp02,au2000SA10.sp02.txt
Mithra,4486,spex,sp02,a004486.sp02.txt
2002 XA40,276397,spex,sp110,a276397.sp110.txt
2012 OQ,,spex,sp110,au2012oq.sp110.txt
2006 CF,,spex,sp110,au2006cf.sp110.txt
2002 AM31,153958,spex,sp110,a153958.sp110.txt
2002 BY,154007,spex,sp110,a154007.sp110.txt
2003 HB6,326732,spex,sp110,a326732.sp110.txt
1993 MF,5836,spex,sp110,a005836.sp110.txt
Multatuli,7172,spex,sp110,a007172.sp110.txt
2003 KU2,329614,spex,sp110,a329614.sp110.txt
2002 TM266,84480,spex,sp110,a084480.sp110.txt
2000 JB6,329291,spex,sp110,a329291.sp110.txt
2020 SY4,,spex,sp274,au2020SY4.sp274n2.txt
2020 SS4,,spex,sp274,au2020SS4.sp274n2.txt
2003 QJ5,474443,spex,sp274,a474443.sp274n1.txt
2003 KU13,271073,spex,sp274,a271073.sp274n2.txt
2000 SJ12,165213,spex,sp274,a165213.sp274n2.txt
1990 SP,5645,spex,sp274,a005645.sp274n2.txt
1999 VM40,53435,spex,sp274,a053435.sp274n2.txt
2003 FB,302830,spex,sp274,a302830.sp274n1.txt
2003 QA108,,spex,sp274,au2003QA108.sp274n2.txt
2002 CE14,166044,spex,sp274,a166044.sp274n1.txt
2016 VM4,564926,spex,sp274,au2016VM4.sp274n1.txt
2020 PM7,,spex,sp274,au2020PM7.sp274n2.txt
2020 SN,,spex,sp274,au2020SN.sp274n1.txt
1999 VM40,53435,spex,sp274,a053435.sp274n1.txt
2020 RJ3,,spex,sp274,au2020RJ3.sp274n1.txt
2002 UB3,329555,spex,sp274,a329555.sp274n1.txt
2006 NM,428086,spex,sp53,au2006NM.sp53.txt
Buda,908,spex,sp53,a000908.sp53.txt
Panarea,21238,spex,sp53,a021238.sp53.txt
Vala,131,spex,sp53,a000131.sp53.txt
1998 SC15,297300,spex,sp255,a297300.sp255.txt
2019 HC,,spex,sp255,au2019hc.sp255.txt
2002 KH4,112221,spex,sp255,a112221.sp255.txt
2001 WN5,153814,spex,sp255,a153814.sp255.txt
2007 KN4,355256,spex,sp255,a355256.sp255.txt
2018 XG5,,spex,sp255,au2018xg5.sp255.txt
2011 HP,,spex,sp255,au2011hp.sp255.txt
2004 JB12,416584,spex,sp232,a416584.sp232.txt
2004 AF,143992,spex,sp232,a143992.sp232.txt
2017 MB1,,spex,sp232,au2017MB1.sp232.txt
2017 MC4,,spex,sp232,au2017MC4.sp232.txt
2003 QB90,242211,spex,sp232,a242211.sp232.txt
1999 FP59,96631,spex,sp232,a096631.sp232.txt
2001 CV19,138970,spex,sp219,a138970.sp219.txt
1994 PN,10150,spex,sp219,a010150.sp219.txt
1984 QY1,331471,spex,sp219,a331471.sp219.txt
2001 KZ66,68346,spex,sp219,a068346.sp219.txt
2001 JU2,173664,spex,sp219,a173664.sp219.txt
2004 JX20,464798,spex,sp219,a464798.sp219.txt
1993 KC,129470,spex,sp219,a129470.sp219.txt
2010 NY65,441987,spex,sp219,a441987.sp219.txt
2000 GQ7,210635,spex,sp219,a210635.sp219.txt
2021 XA6,,spex,sp288,au2021XA6.sp288.txt
2001 VK5,267337,spex,sp288,a267337.sp288.txt
1999 YK5,137805,spex,sp288,a137805.sp288.txt
Tukmit,12711,spex,sp288,a012711.sp288.txt
1998 YQ11,162149,spex,sp288,a162149.sp288.txt
1993 TQ2,523801,spex,sp288,a523801.sp288.txt
Kythera,570,spex,sp28,a000570.sp28.txt
Porzia,1131,spex,sp28,a001131.sp28.txt
Eunomia,15,spex,sp28,a000015.sp28.txt
Kemi,1508,spex,sp28,a001508.sp28.txt
Dorchester,3858,spex,sp28,a003858.sp28.txt
Iris,7,spex,sp28,a000007.sp28.txt
Penelope,201,spex,sp28,a000201.sp28.txt
Desiderata,344,spex,sp28,a000344.sp28.txt
Isora,1374,spex,sp28,a001374.sp28.txt
Circe,34,spex,sp28,a000034.sp28.txt
Astraea,5,spex,sp28,a000005.sp28.txt
Hygiea,10,spex,sp28,a000010.sp28.txt
2000 XH44,88188,spex,sp28,au2000XH44.sp28.txt
Tamaga,6411,spex,sp28,a006411.sp28.txt
2000 BD19,137924,spex,sp03,au2000BD19.sp03.txt
Chelyabinsk,21088,spex,sp03,au1992BL2.sp03.txt
Geographos,1620,spex,sp03,a001620.sp03.txt
1950 DA,29075,spex,sp03,au1950DA.sp03.txt
2000 SS164,162635,spex,sp03,au2000SS164.sp03.txt
2000 SE45,20790,spex,sp03,a020790.sp03.txt
2000 XL44,162781,spex,sp03,au2000XL44.sp03.txt
Nefertiti,3199,spex,sp03,a003199.sp03.txt
1998 NU,18736,spex,sp03,a018736.sp03.txt
1998 YN1,20429,spex,sp03,a020429.sp03.txt
Toutatis,4179,spex,sp03,a004179.sp03.txt
1997 GH3,19356,spex,sp03,a019356.sp03.txt
2000 CK33,86450,spex,sp03,au2000CK33.sp03.txt
2001 BE10,230111,spex,sp03,au2001BE10.sp03.txt
1980 WF,4688,spex,sp03,a004688.sp03.txt
Nemausa,51,spex,sp29,a000051.sp29.txt
2000 JS66,87024,spex,sp29,au2000JS66.sp29.txt
Atami,1139,spex,sp29,a001139.sp29.txt
Cadmus,7092,spex,sp29,a007092.sp29.txt
Asia,67,spex,sp29,a000067.sp29.txt
Janesick,4558,spex,sp29,a004558.sp29.txt
2018 MM8,,spex,sp245,au2018mm8.sp245n1.txt
Masaakikoyama,13553,spex,sp245,a013553.sp245n2.txt
2002 LJ3,99799,spex,sp245,a099799.sp245n2.txt
Eros,433,spex,sp245,a000433.sp245n2.txt
Masaakikoyama,13553,spex,sp245,a013553.sp245n1.txt
Anza,2061,spex,sp245,a002061.sp245n2.txt
1992 QN,17511,spex,sp245,a017511.sp239.txt
2000 LC16,17274,spex,sp245,a017274.sp245n2.txt
2011 YV15,448972,spex,sp107,au2011yv15.sp107.txt
Tsunemori,4402,spex,sp107,a004402.sp107.txt
1992 HE,6455,spex,sp107,a006455.sp107.txt
2000 FO10,86667,spex,sp107,a086667.sp107.txt
Chicago,334,spex,sp107,a000334.sp107.txt
Martes,5026,spex,sp107,a005026.sp107.txt
2008 SX245,312473,spex,sp107,a312473.sp107.txt
2012 AA11,,spex,sp107,au2012aa11.sp107.txt
2001 SZ269,,spex,sp107,au2001sz269.sp107.txt
2012 FY23,,spex,sp107,au2012fy23.sp107.txt
1999 GS6,152754,spex,sp107,a152754.sp107.txt
2006 VY13,475665,spex,sp107,au2006vy13.sp107.txt
2005 YY36,526238,spex,sp251,au2005yy36.sp251.txt
1999 XX262,275611,spex,sp251,a275611.sp251.txt
2009 SX1,523631,spex,sp251,a523631.sp251.txt
2013 CW32,,spex,sp251,au2013cw32.sp251.txt
2021 QO2,,spex,sp291,au2021QO2.sp291.txt
2022 BX1,,spex,sp291,au2022BX1.sp291.txt
2002 AW,350751,spex,sp291,a350751.sp291.txt
2000 EX106,22099,spex,sp291,a022099.sp291.txt
Nereus,4660,spex,sp291,a004660.sp291.txt
2021 VR27,,spex,sp291,au2021VR27.sp291.txt
Pomona,32,spex,sp76,a000032.sp76.txt
2006 VB14,345705,spex,sp76,au2006VB14.sp76.txt
Lutetia,21,spex,sp76,a000021.sp76.txt
1993 KH,85236,spex,sp76,a085236.sp76.txt
2008 UE7,,spex,sp76,au2008UE7.sp76.txt
Herculina,532,spex,sp76,a000532.sp76.txt
2006 SZ217,248818,spex,sp76,au2006SZ217.sp76.txt
1999 TY16,53430,spex,sp76,a053430.sp76.txt
Ivar,1627,spex,sp76,a001627.sp76.txt
Benkoela,863,spex,sp76,a000863.sp76.txt
2008 WD14,,spex,sp76,au2008WD14.sp76.txt
2001 HG31,162900,spex,sp76,a162900.sp76.txt
1990 UQ,5189,spex,sp252,a005189.sp252n2.txt
2019 DN,,spex,sp252,au2019dn.sp252n1.txt
1130 T-1,37479,spex,sp252,a037479.sp252n2.txt
2019 AP3,,spex,sp252,au2019ap3.sp252n2.txt
2009 BJ81,381677,spex,sp252,au2009bj81.sp252n1.txt
2006 SK134,613512,spex,sp252,au2006sk134.sp252n2.txt
2019 CD5,,spex,sp252,au2019cd5.sp252n1.txt
2005 FC3,525477,spex,sp252,au2005fc3.sp252n1.txt
2005 AH14,318411,spex,sp252,au2005ah14.sp252n1.txt
2015 QT9,,spex,sp252,au2015qt9.sp252n1.txt
Zeuxo,438,spex,sp252,a000438.sp252n1.txt
2002 OA22,329437,spex,sp124,a329437.sp124.txt
Shoko,8306,spex,sp124,a008306.sp124.txt
1999 CF9,137126,spex,sp124,a137126.sp124.txt
1997 DF,152627,spex,sp124,a152627.sp124.txt
Pluto,134340,spex,sp124,aPluto.sp124.txt
2013 HG20,,spex,sp124,au2013HG20.sp124.txt
2007 CN26,371660,spex,sp124,au2007CN26.sp124.txt
2010 UX95,,spex,sp124,au2010UX95.sp124.txt
Pan,4450,spex,sp124,a004450.sp124.txt
2013 QJ10,482796,spex,sp124,au2013QJ10.sp124.txt
2010 CF19,518810,spex,sp124,au2010CF19.sp124.txt
2005 JF21,348400,spex,sp211,a348400.sp211.txt
1999 VX21,187828,spex,sp211,a187828.sp211.txt
2001 XT4,443892,spex,sp211,au2001XT4.sp211.txt
2009 TK,523817,spex,sp211,au2009TK.sp211.txt
2015 OL35,,spex,sp211,au2015OL35.sp211.txt
2004 RW123,438071,spex,sp211,a438071.sp211.txt
2015 FS332,,spex,sp211,au2015FS332.sp211.txt
2002 OZ16,440022,spex,sp211,a440022.sp211.txt
2015 SZ,,spex,sp211,au2015SZ.sp211.txt
2007 GS3,489486,spex,sp260,a489486.sp260.txt
2006 UM216,243025,spex,sp260,a243025.sp260.txt
Ino,173,spex,sp260,a000173.sp260.txt
2016 XH1,,spex,sp225,au2016XH1.sp225.txt
2000 WN107,106589,spex,sp225,a106589.sp225.txt
2002 WP,326683,spex,sp225,a326683.sp225.txt
2007 LS,468583,spex,sp225,a468583.sp225.txt
2003 UX34,226514,spex,sp225,a226514.sp225.txt
Camarillo,5653,spex,sp225,a005653.sp225.txt
1999 VG22,413002,spex,sp225,a413002.sp225.txt
2000 QY1,24447,spex,sp225,a024447.sp225.txt
Egeria,13,spex,sp41,a000013.sp41.txt
Ceres,1,spex,sp41,a000001.sp41.txt
Eureka,5261,spex,sp41,a005261.sp41.txt
Zwetana,785,spex,sp41,a000785.sp41.txt
Bacchus,2063,spex,sp41,a002063.sp41.txt
Libussa,264,spex,sp41,a000264.sp41.txt
1998 HM3,326291,spex,sp259,a326291.sp259n1.txt
Feronia,72,spex,sp259,a000072.sp259n2.txt
1998 XS16,137084,spex,sp259,a137084.sp259n1.txt
1998 HL1,162082,spex,sp259,a162082.sp259n2.txt
2007 GS3,489486,spex,sp259,a489486.sp259n2.txt
2011 MD11,442243,spex,sp259,a442243.sp259n1.txt
2001 XT30,153842,spex,sp259,a153842.sp259n2.txt
2013 OE,492143,spex,sp259,a492143.sp259n1.txt
2019 UC,,spex,sp259,au2019uc.sp259n1.txt
Alexandra,54,spex,sp259,a000054.sp259n2.txt
1998 HL1,162082,spex,sp259,a162082.sp259n1.txt
Echo,60,spex,sp259,a000060.sp259n2.txt
1998 MX5,65996,spex,sp23,a065996.sp23.txt
2003 FT3,461501,spex,sp23,au2003FT3.sp23.txt
2001 LF,108519,spex,sp23,au2001LF.sp23.txt
2003 LC5,90367,spex,sp23,au2003LC5.sp23.txt
2002 AY1,,spex,sp116,au2002AY1.sp116.txt
1999 KX4,137199,spex,sp116,a137199.sp116.txt
Toutatis,4179,spex,sp116,a004179.sp116.txt
2009 DV42,343098,spex,sp116,au2009DV42.sp116.txt
2006 WY2,262623,spex,sp116,a262623.sp116.txt
2013 AH11,,spex,sp116,au2013AH11.sp116.txt
2010 BB,453563,spex,sp116,au2010BB.sp116.txt
Apophis,99942,spex,sp116,a099942.sp116.txt
Musa,600,spex,sp101,a000600.sp101.txt
Priestley,5577,spex,sp101,a005577.sp101.txt
2000 OJ8,138524,spex,sp101,a138524.sp101.txt
Eros,433,spex,sp101,a000433.sp101.txt
Philippina,631,spex,sp101,a000631.sp101.txt
Lacrimosa,208,spex,sp101,a000208.sp101.txt
Isberga,939,spex,sp101,a000939.sp101.txt
2009 AV,365071,spex,sp101,au2009av.sp101.txt
2011 GA55,420187,spex,sp101,au2011ga55.sp101.txt
2011 OV4,,spex,sp101,au2011ov4.sp101.txt
2001 QP181,524196,spex,sp99,au2001QP181.sp99.txt
Frostia,854,spex,sp99,a000854.sp99.txt
2002 CQ11,141432,spex,sp99,a141432.sp99.txt
2008 FU6,274138,spex,sp99,a274138.sp99.txt
Una,160,spex,sp99,a000160.sp99.txt
2006 JF42,467460,spex,sp99,au2006JF42.sp99.txt
1999 NW61,33745,spex,sp99,a033745.sp99.txt
Seleucus,3288,spex,sp99,a003288.sp99.txt
Hermione,121,spex,sp99,a000121.sp99.txt
2004 EM66,276741,spex,sp99,au2004EM66.sp99.txt
2004 QT24,260141,spex,sp99,a260141.sp99.txt
2015 BN509,511684,spex,sp227,au2015BN509.sp227.txt
2016 UU80,,spex,sp227,au2016UU80.sp227.txt
2005 EE,265482,spex,sp227,a265482.sp227.txt
2010 LN14,438955,spex,sp227,a438955.sp227.txt
1999 FP59,96631,spex,sp234,a096631.sp234.txt
2004 JB12,416584,spex,sp234,a416584.sp234.txt
Hesperia,69,spex,sp40,a000069.sp40.txt
1993 VW,6611,spex,sp40,a006611.sp40.txt
2005 JR5,,spex,sp40,au2005JR5.sp40.txt
Patroclus,617,spex,sp40,a000617.sp40.txt
Antilochus,1583,spex,sp40,a001583.sp40.txt
2005 AT42,230979,spex,sp40,au2005AT42.sp40.txt
Pannekoek,2378,spex,sp40,a002378.sp40.txt
Hilda,153,spex,sp40,a000153.sp40.txt
1998 VF31,101429,spex,sp40,au1998VF31.sp40.txt
2005 JB,525552,spex,sp40,au2005JB.sp40.txt
2005 ED318,423321,spex,sp40,au2005ED318.sp40.txt
Justitia,269,spex,sp40,a000269.sp40.txt
El Leoncito,2311,spex,sp40,a002311.sp40.txt
2006 AQ,190208,spex,sp236,a190208.sp236.txt
2017 RL,,spex,sp236,au2017RL.sp236.txt
2005 YU55,308635,spex,sp90,au2005YU55.sp90.txt
2010 CM44,485051,spex,sp90,au2010CM44.sp90.txt
Ivar,1627,spex,sp77,a001627.sp77.txt
2001 XR1,141052,spex,sp77,a141052.sp77.txt
1997 WU22,16834,spex,sp77,a016834.sp77.txt
Maja,66,spex,sp48,a000066.sp48.txt
Pandora,55,spex,sp48,a000055.sp48.txt
Mozhaiskij,2850,spex,sp48,a002850.sp48.txt
van der Laan,2823,spex,sp48,a002823.sp48.txt
Apollo,1862,spex,sp48,a001862.sp48.txt
Fortuna,19,spex,sp48,a000019.sp48.txt
Ariadne,43,spex,sp48,a000043.sp48.txt
Hirundo,706,spex,sp48,a000706.sp48.txt
1996 HW1,8567,spex,sp48,a008567.sp48.txt
2005 WX,,spex,sp48,au2005WX.sp48.txt
2005 JE46,363790,spex,sp48,au2005JE46.sp48.txt
2014 LW21,,spex,sp269,au2014lw21.sp269n1.txt
2004 LU3,612777,spex,sp269,au2004lu3.sp269n2.txt
1997 WB21,380128,spex,sp269,a380128.sp269n1.txt
Gault,6478,spex,sp253,a006478.sp253.txt
2009 BJ81,381677,spex,sp253,a381677.sp253.txt
2019 CH,,spex,sp253,au2019ch.sp253.txt
2016 BD14,,spex,sp253,au2016bd14.sp253.txt
Asclepius,4581,spex,sp253,a004581.sp253.txt
2002 JB9,267494,spex,sp100,a267494.sp100.txt
Huma,3988,spex,sp100,a003988.sp100.txt
1994 LW,20086,spex,sp100,a020086.sp100.txt
Oze,7358,spex,sp100,a007358.sp100.txt
2001 QP181,524196,spex,sp100,au2001QP181.sp100.txt
2001 RM,37336,spex,sp100,a037336.sp100.txt
Leda,38,spex,sp100,a000038.sp100.txt
1998 KM3,279744,spex,sp100,au1998KM3.sp100.txt
2011 EZ78,451397,spex,sp100,au2011EZ78.sp100.txt
2002 JM97,169675,spex,sp100,a169675.sp100.txt
1994 UG,455148,spex,sp216,a455148.sp216.txt
2010 LJ14,411201,spex,sp216,a411201.sp216.txt
2015 XB379,,spex,sp216,au2015XB379.sp216.txt
2016 ES155,,spex,sp216,au2016ES155.sp216.txt
2000 QW69,162510,spex,sp216,a162510.sp216.txt
2005 RR6,250706,spex,sp216,a250706.sp216.txt
Dariofo,100553,spex,sp216,a100553.sp216.txt
2004 DV24,144332,spex,sp216,a144332.sp216.txt
2005 YW195,303959,spex,sp216,a303959.sp216.txt
1991 CS,7822,spex,sp216,a007822.sp216.txt
2004 PP97,154807,spex,sp216,a154807.sp216.txt
2000 AK201,130206,spex,sp216,a130206.sp216.txt
1989 VA,99907,spex,sp114,a099907.sp114n2.txt
2001 JW2,329338,spex,sp114,a329338.sp114n1.txt
1989 VA,99907,spex,sp114,a099907.sp114n1.txt
2001 LL5,162911,spex,sp114,a162911.sp114n1.txt
Rita,1180,spex,sp46,a001180.sp46.txt
Maja,66,spex,sp46,a000066.sp46.txt
1999 GJ2,66251,spex,sp46,a066251.sp46.txt
James,2335,spex,sp46,a002335.sp46.txt
Diana,78,spex,sp46,a000078.sp46.txt
2002 RX211,142348,spex,sp46,au2002RX211.sp46.txt
2004 VG64,144900,spex,sp46,au2004VG64.sp46.txt
Bede,3691,spex,sp68,a003691.sp68.txt
2008 ED8,,spex,sp68,au2008ED8.sp68.txt
2001 SN263,153591,spex,sp68,a153591.sp68.txt
Geographos,1620,spex,sp68,a001620.sp68.txt
1998 YP11,11398,spex,sp68,a011398.sp68.txt
2008 CL1,,spex,sp68,au2008CL1.sp68.txt
Hebe,6,spex,sp68,a000006.sp68.txt
2014 EK24,459872,spex,sp207,au2014EK24.sp207.txt
2002 RQ25,416151,spex,sp207,a416151.sp207.txt
2006 BQ147,311554,spex,sp207,a311554.sp207.txt
2003 YK118,90416,spex,sp207,a090416.sp207.txt
2000 BD19,137924,spex,sp207,a137924.sp207.txt
2015 DB,,spex,sp207,au2015DB.sp207.txt
2000 BO6,134746,spex,sp207,a134746.sp207.txt
1999 BE8,306453,spex,sp207,a306453.sp207.txt
2003 OV,488645,spex,sp229,au2003OV.sp229.txt
2002 RH52,370307,spex,sp229,a370307.sp229.txt
2003 BD44,143404,spex,sp229,a143404.sp229.txt
2005 GE59,250620,spex,sp229,a250620.sp229.txt
2017 CR32,,spex,sp229,au2017CR32.sp229.txt
2010 RT11,458198,spex,sp218,a458198.sp218.txt
2002 LY1,,spex,sp218,au2002LY1.sp218.txt
2016 LG,,spex,sp218,au2016LG.sp218.txt
1984 QY1,331471,spex,sp218,a331471.sp218.txt
2009 MF,321356,spex,sp218,a321356.sp218.txt
2016 LV,,spex,sp218,au2016LV.sp218.txt
1996 PC1,136770,spex,sp08,au1996PC1.sp08.txt
Albert,719,spex,sp08,a000719.sp08.txt
Talos,5786,spex,sp08,a005786.sp08.txt
2000 PQ9,285571,spex,sp284,a285571.sp284.txt
2021 JQ24,,spex,sp284,au2021jq24.sp284.txt
2019 NC1,,spex,sp284,au2019nc1.sp284.txt
2019 UD4,,spex,sp284,au2019ud4.sp284.txt
2021 CH2,,spex,sp284,au2021ch2.sp284.txt
2000 UH1,162687,spex,sp247,a162687.sp247n2.txt
2013 BO73,454100,spex,sp247,a454100.sp247n1.txt
2018 TT1,,spex,sp247,au2018tt1.sp247n1.txt
Eros,433,spex,sp247,a000433.sp247n1.txt
2011 WA,,spex,sp247,au2011wa.sp247n2.txt
2018 UQ1,,spex,sp247,au2018UQ1.sp247n1.txt
2003 SD220,163899,spex,sp247,a163899.sp247n2.txt
2009 EC,465616,spex,sp217,au2009EC.sp217.txt
Toro,1685,spex,sp217,a001685.sp217.txt
1998 KV2,85628,spex,sp217,a085628.sp217.txt
2001 QA68,99278,spex,sp217,a099278.sp217.txt
2000 RM12,450160,spex,sp217,a450160.sp217.txt
2010 LJ14,411201,spex,sp217,a411201.sp217.txt
2004 FG11,363599,spex,sp217,a363599.sp217.txt
2016 GU,,spex,sp217,au2016GU.sp217.txt
Tara,5863,spex,sp217,a005863.sp217.txt
2008 TZ3,388945,spex,sp217,a388945.sp217.txt
2005 GR33,,spex,sp217,au2005GR33.sp217.txt
2002 AJ29,141354,spex,sp217,a141354.sp217.txt
1997 XF11,35396,spex,sp217,a035396.sp217.txt
Ivar,1627,spex,sp118,a001627.sp118n1.txt
1997 AP10,96315,spex,sp118,a096315.sp118n2.txt
2005 EM30,357618,spex,sp118,au2005EM30.sp118n1.txt
2001 SY169,,spex,sp118,au2013ET.dp08.txt
2009 UM3,362310,spex,sp118,au2009UM3.sp118n2.txt
2003 GW,350988,spex,sp118,au2003GW.sp118n2.txt
2013 EC20,,spex,sp118,au2013EC20.sp118.txt
2013 ED68,,spex,sp118,au2013ED68.sp118n2.txt
2000 PJ5,162483,spex,sp82,a162483.sp82.txt
2002 LV,385343,spex,sp82,au2002lv.sp82.txt
Yuliya,15745,spex,sp82,a015745.sp82.txt
2015 KJ19,,spex,sp281,au2015kj19.sp281.txt
1998 KN3,387505,spex,sp281,a387505.sp281.txt
2001 LO7,68348,spex,sp281,a068348.sp281.txt
