name,number,inst,run,filename
Laodamia,1011,smass,smassneoref8,a001011.8.txt
1998 QS52,16960,smass,smassneoref8,a016960.8.txt
2002 AA,302311,smass,smassneoref8,au2002AA.8.txt
Zdislava,5275,smass,smassneoref8,a005275visir8.visir.txt
2001 MF1,413038,smass,smassneoref8,au2001MF1.8.txt
McAuliffe,3352,smass,smassneoref8,a003352visir8.visir.txt
2001 EB,54690,smass,smassneoref8,au2001EB.8.txt
2001 TY44,,smass,smassneoref8,au2001TY44.8.txt
2001 XU30,437905,smass,smassneoref8,au2001XU30.8.txt
Tatsunokingo,136795,smass,smassneoref8,au1997BQvisir8.visir.txt
2001 YK4,399433,smass,smassneoref8,au2001YK4.8.txt
2002 AV,,smass,smassneoref8,au2002AV.8.txt
2000 BG19,350513,smass,smassneoref8,au2000BG19visir8.visir.txt
2002 AU5,524392,smass,smassneoref8,au2002AU5.8.txt
2000 WC67,380188,smass,smassneoref8,au2000WC67.8.txt
1998 PG,31345,smass,smassneoref8,a031345visir8.visir.txt
2002 EC,,smass,smassneoref8,au2002EC.8.txt
1990 BG,5131,smass,smassneoref8,a005131visir8.visir.txt
2000 SY162,413021,smass,smassneoref8,au2000SY162.8.txt
Melissabrucker,5626,smass,smassneoref8,a005626.8.txt
2000 YH66,138893,smass,smassneoref8,au2000YH66.8.txt
2001 FY,139056,smass,smassneoref8,au2001FY.8.txt
1994 TW1,9400,smass,smassneoref8,a009400.8.txt
Sisyphus,1866,smass,smassneoref8,a001866.8.txt
1992 QN,17511,smass,smassneoref8,a017511.8.txt
1998 MQ,100926,smass,smassneoref8,au1998MQ.8.txt
Daedalus,1864,smass,smassneoref8,a001864.8.txt
1995 BL2,10165,smass,smassneoref8,a010165.8.txt
2001 PD1,283460,smass,smassneoref8,au2001PD1.8.txt
2000 CK33,86450,smass,smassneoref8,au2000CK33.8.txt
2001 WL15,337866,smass,smassneoref8,au2001WL15.8.txt
2001 HA8,322775,smass,smassneoref8,au2001HA8.8.txt
Tomaiyowit,11500,smass,smassneoref8,a011500.8.txt
2001 JV1,,smass,smassneoref8,au2001JV1.8.txt
Geographos,1620,smass,smassneoref8,a001620.8.txt
1989 VA,99907,smass,smassneoref8,au1989VA.8.txt
1994 EF2,23548,smass,smassneoref8,a023548.8.txt
1993 UB,16657,smass,smassneoref8,a016657.8.txt
Tukmit,12711,smass,smassneoref8,a012711visir8.visir.txt
1993 UC,7888,smass,smassneoref8,a007888.8.txt
1997 TT25,,smass,smassneoref8,au1997TT25.8.txt
1999 CW8,523972,smass,smassneoref8,au1999CW8.8.txt
2000 DO,103768,smass,smassneoref8,au2000DO8ir8.ir.txt
2001 UC5,,smass,smassneoref8,au2001UC5.8.txt
2001 HK31,,smass,smassneoref8,au2001HK31.8.txt
2000 YO29,370061,smass,smassneoref8,au2000YO29.8.txt
1998 PB1,31346,smass,smassneoref8,a031346ir8.ir.txt
2000 WO107,153201,smass,smassneoref8,au2000WO107.8.txt
2000 WF6,162740,smass,smassneoref8,au2000WF6.8.txt
Aten,2062,smass,smassneoref8,a002062.8.txt
Florence,3122,smass,smassneoref8,a003122visir8.visir.txt
2000 NM,215188,smass,smassneoref8,au2000NM.8.txt
2001 WH2,,smass,smassneoref8,au2001WH2.8.txt
1998 SG2,,smass,smassneoref8,au1998SG2.8.txt
1992 FE,5604,smass,smassneoref8,a005604visir8.visir.txt
2002 BK25,205744,smass,smassneoref8,au2002BK25.8.txt
2001 YE1,,smass,smassneoref8,au2001YE1.8.txt
Nyx,3908,smass,smassneoref8,a003908.8.txt
2002 AQ2,,smass,smassneoref8,au2002AQ2.8.txt
1993 BW3,6053,smass,smassneoref8,a006053.8.txt
2001 TX16,405058,smass,smassneoref8,au2001TX16.8.txt
1991 VK,7341,smass,smassneoref8,a007341.8.txt
Boreas,1916,smass,smassneoref8,a001916.8.txt
Cuyo,1917,smass,smassneoref8,a001917.8.txt
2001 OE84,455213,smass,smassneoref8,au2001OE84.8.txt
2002 BA1,,smass,smassneoref8,au2002BA1.8.txt
2000 GR146,86829,smass,smassneoref8,au2000GR146ir8.ir.txt
2000 WJ10,524150,smass,smassneoref8,au2000WJ10.8.txt
1998 XB,96590,smass,smassneoref8,au1998XBir8.ir.txt
McCleese,5641,smass,smassneoref8,a005641visir8.visir.txt
Itokawa,25143,smass,sf36ref5,a025143.5.txt
Chodas,5553,smass,smass2,a005553.2.txt
Sutoku,4767,smass,smass2,a004767.2.txt
Spicer,2065,smass,smass2,a002065.2.txt
Ahrensa,950,smass,smass2,a000950.spfit.2.txt
Thuringia,934,smass,smass2,a000934.2.txt
Admete,398,smass,smass2,a000398.2.txt
Sayama,4461,smass,smass2,a004461.spfit.2.txt
Ellenbeth,3775,smass,smass2,a003775.2.txt
Columbia,327,smass,smass2,a000327.2.txt
Carnegia,671,smass,smass2,a000671.2.txt
Lorre,5438,smass,smass2,a005438.spfit.2.txt
Salli,1715,smass,smass2,a001715.spfit.2.txt
Akan,4584,smass,smass2,a004584.2.txt
Phocaea,25,smass,smass2,a000025.spfit.2.txt
Kaendler,5195,smass,smass2,a005195.spfit.2.txt
Photographica,443,smass,smass2,a000443.spfit.2.txt
Kawasato,4910,smass,smass2,a004910.2.txt
Bandusia,597,smass,smass2,a000597.spfit.2.txt
Hedera,1251,smass,smass2,a001251.2.txt
Kushiro,4096,smass,smass2,a004096.spfit.2.txt
Backlunda,856,smass,smass2,a000856.spfit.2.txt
Couteau,4909,smass,smass2,a004909.2.txt
Tokiwagozen,4748,smass,smass2,a004748.spfit.2.txt
Ikenozenni,4945,smass,smass2,a004945.2.txt
Barcelona,945,smass,smass2,a000945.spfit.2.txt
Wright,1747,smass,smass2,a001747.spfit.2.txt
1988 TQ4,8008,smass,smass2,a008008.spfit.2.txt
Stavropolis,1147,smass,smass2,a001147.spfit.2.txt
Zelia,169,smass,smass2,a000169.spfit.2.txt
Gallia,148,smass,smass2,a000148.2.txt
Watsonia,729,smass,smass2,a000729.2.txt
Ceres,1,smass,smass2,a000001.2.txt
Occidental,5067,smass,smass2,a005067.spfit.2.txt
1991 PE10,17480,smass,smass2,a017480.2.txt
Antigone,129,smass,smass2,a000129.spfit.2.txt
Eichhorn,4297,smass,smass2,a004297.2.txt
Fini,795,smass,smass2,a000795.2.txt
Kunikov,2280,smass,smass2,a002280.2.txt
Pajdusakova,3636,smass,smass2,a003636.spfit.2.txt
Aristophanes,2934,smass,smass2,a002934.2.txt
Bruce Helin,2430,smass,smass2,a002430.spfit.2.txt
Milton,4332,smass,smass2,a004332.2.txt
Ellenbeth,3775,smass,smass2,a003775.spfit.2.txt
Antwerpia,1294,smass,smass2,a001294.spfit.2.txt
Hoffmeister,1726,smass,smass2,a001726.spfit.2.txt
Brendalee,3824,smass,smass2,a003824.spfit.2.txt
Sylvania,519,smass,smass2,a000519.spfit.2.txt
Hurban,3730,smass,smass2,a003730.2.txt
Anitra,1016,smass,smass2,a001016.spfit.2.txt
Couteau,4909,smass,smass2,a004909.spfit.2.txt
Iclea,286,smass,smass2,a000286.2.txt
Holt,4435,smass,smass2,a004435.2.txt
Antoku,3686,smass,smass2,a003686.spfit.2.txt
Bauschinger,2306,smass,smass2,a002306.2.txt
Zelinda,654,smass,smass2,a000654.2.txt
Beatrix,83,smass,smass2,a000083.spfit.2.txt
Philomela,196,smass,smass2,a000196.2.txt
Chiron,2060,smass,smass2,a002060.2.txt
Notburga,626,smass,smass2,a000626.spfit.2.txt
Nancy,2056,smass,smass2,a002056.2.txt
Sayama,4461,smass,smass2,a004461.2.txt
Sanenobufukui,5685,smass,smass2,a005685.spfit.2.txt
Zeelandia,1336,smass,smass2,a001336.spfit.2.txt
Thoma,5492,smass,smass2,a005492.spfit.2.txt
Lawrence,4969,smass,smass2,a004969.spfit.2.txt
Rarahu,1148,smass,smass2,a001148.spfit.2.txt
Antonia,272,smass,smass2,a000272.spfit.2.txt
Sinzot,3389,smass,smass2,a003389.2.txt
Valeria,611,smass,smass2,a000611.spfit.2.txt
Xenia,625,smass,smass2,a000625.2.txt
Kodaira,6500,smass,smass2,a006500.2.txt
Universitas,905,smass,smass2,a000905.spfit.2.txt
Veritas,490,smass,smass2,a000490.2.txt
Komppa,1406,smass,smass2,a001406.spfit.2.txt
Marcelle,1300,smass,smass2,a001300.spfit.2.txt
Gokumenon,7564,smass,smass2,a007564.2.txt
Gaoshiqi,3704,smass,smass2,a003704.spfit.2.txt
Hungaria,434,smass,smass2,a000434.spfit.2.txt
Casarini,6364,smass,smass2,a006364.2.txt
Monicalazzarin,7512,smass,smass2,a007512.spfit.2.txt
Popov,3074,smass,smass2,a003074.2.txt
Sara,533,smass,smass2,a000533.spfit.2.txt
Nassovia,534,smass,smass2,a000534.spfit.2.txt
Bowell,2246,smass,smass2,a002246.spfit.2.txt
Dieckvoss,1706,smass,smass2,a001706.2.txt
Erida,718,smass,smass2,a000718.spfit.2.txt
Schleicher,3536,smass,smass2,a003536.spfit.2.txt
Kawasato,4910,smass,smass2,a004910.spfit.2.txt
Liszt,3910,smass,smass2,a003910.2.txt
Ardenne,4849,smass,smass2,a004849.spfit.2.txt
Tinette,687,smass,smass2,a000687.spfit.2.txt
Boury,3435,smass,smass2,a003435.2.txt
Zu Chong-Zhi,1888,smass,smass2,a001888.spfit.2.txt
Bathseba,592,smass,smass2,a000592.2.txt
Klio,84,smass,smass2,a000084.spfit.2.txt
Alauda,702,smass,smass2,a000702.spfit.2.txt
Gallia,148,smass,smass2,a000148.spfit.2.txt
Yayoi,4072,smass,smass2,a004072.2.txt
Clasien,5243,smass,smass2,a005243.2.txt
Kushiro,4096,smass,smass2,a004096.2.txt
Gliba,4817,smass,smass2,a004817.spfit.2.txt
Eva,164,smass,smass2,a000164.spfit.2.txt
Cydonia,1106,smass,smass2,a001106.2.txt
Decaro,5329,smass,smass2,a005329.2.txt
Nikko,1185,smass,smass2,a001185.spfit.2.txt
Westphalia,930,smass,smass2,a000930.2.txt
Aehlita,2401,smass,smass2,a002401.2.txt
Dione,106,smass,smass2,a000106.2.txt
Gunma,3829,smass,smass2,a003829.spfit.2.txt
Lysistrata,897,smass,smass2,a000897.spfit.2.txt
Weissman,3197,smass,smass2,a003197.spfit.2.txt
Kliment Ohridski,3903,smass,smass2,a003903.2.txt
Wielen,4548,smass,smass2,a004548.spfit.2.txt
Irene,14,smass,smass2,a000014.spfit.2.txt
Kliment Ohridski,3903,smass,smass2,a003903.spfit.2.txt
Thalia,23,smass,smass2,a000023.spfit.2.txt
Reaves,3007,smass,smass2,a003007.2.txt
Hissao,2746,smass,smass2,a002746.2.txt
Pawona,1152,smass,smass2,a001152.2.txt
Amenemhet,5010,smass,smass2,a005010.2.txt
Comas Sola,1655,smass,smass2,a001655.spfit.2.txt
Adamkrafft,6146,smass,smass2,a006146.2.txt
Lacadiera,336,smass,smass2,a000336.spfit.2.txt
Pettengill,3831,smass,smass2,a003831.spfit.2.txt
Bernardina,629,smass,smass2,a000629.spfit.2.txt
Boznemcova,3628,smass,smass2,a003628.spfit.2.txt
Misa,569,smass,smass2,a000569.spfit.2.txt
Sundmania,1424,smass,smass2,a001424.2.txt
Suzamur,4968,smass,smass2,a004968.spfit.2.txt
Lindelof,1407,smass,smass2,a001407.spfit.2.txt
Tercidina,345,smass,smass2,a000345.2.txt
Olga,304,smass,smass2,a000304.spfit.2.txt
Yatsugatake,4033,smass,smass2,a004033.2.txt
Oozora,5214,smass,smass2,a005214.spfit.2.txt
Charlieparker,4479,smass,smass2,a004479.spfit.2.txt
Kurchenko,2349,smass,smass2,a002349.spfit.2.txt
Ismene,190,smass,smass2,a000190.spfit.2.txt
1992 AE1,11906,smass,smass2,a011906.2.txt
Vibilia,144,smass,smass2,a000144.2.txt
Alsatia,971,smass,smass2,a000971.spfit.2.txt
Wurm,1785,smass,smass2,a001785.spfit.2.txt
Fanny,821,smass,smass2,a000821.spfit.2.txt
Loviisa,2750,smass,smass2,a002750.spfit.2.txt
Panopaea,70,smass,smass2,a000070.spfit.2.txt
Erminia,705,smass,smass2,a000705.2.txt
Johnpearse,7110,smass,smass2,a007110.spfit.2.txt
Barbara,234,smass,smass2,a000234.spfit.2.txt
Miune,3262,smass,smass2,a003262.spfit.2.txt
Lindbloom,3865,smass,smass2,a003865.spfit.2.txt
Kampala,1948,smass,smass2,a001948.spfit.2.txt
Erida,718,smass,smass2,a000718.2.txt
Pawlowia,1007,smass,smass2,a001007.spfit.2.txt
Christophschafer,5364,smass,smass2,a005364.spfit.2.txt
1990 SV15,5965,smass,smass2,a005965.2.txt
Liriope,414,smass,smass2,a000414.2.txt
1992 ST1,9970,smass,smass2,a009970.2.txt
1988 WC,5732,smass,smass2,a005732.2.txt
Tanaka,4387,smass,smass2,a004387.spfit.2.txt
Voronikhin,3971,smass,smass2,a003971.2.txt
Toyota,3533,smass,smass2,a003533.2.txt
1991 RN10,7245,smass,smass2,a007245.2.txt
Flagsymphony,6582,smass,smass2,a006582.2.txt
Koussevitzky,1799,smass,smass2,a001799.spfit.2.txt
Farinella,3248,smass,smass2,a003248.spfit.2.txt
Aletheia,259,smass,smass2,a000259.spfit.2.txt
Slovakia,1807,smass,smass2,a001807.2.txt
Nikulin,4434,smass,smass2,a004434.2.txt
Tombaugh,1604,smass,smass2,a001604.spfit.2.txt
Parvulesco,2331,smass,smass2,a002331.spfit.2.txt
Burdigala,384,smass,smass2,a000384.2.txt
Yinhai,3340,smass,smass2,a003340.2.txt
Kamo,4215,smass,smass2,a004215.spfit.2.txt
Tekmessa,604,smass,smass2,a000604.2.txt
Kundry,553,smass,smass2,a000553.2.txt
Maria,170,smass,smass2,a000170.2.txt
Geichenko,4304,smass,smass2,a004304.spfit.2.txt
Thekla,586,smass,smass2,a000586.spfit.2.txt
Ruvuma,1427,smass,smass2,a001427.spfit.2.txt
Brunhild,123,smass,smass2,a000123.2.txt
Hecuba,108,smass,smass2,a000108.spfit.2.txt
Migaic,11785,smass,smass2,a011785.2.txt
Austria,136,smass,smass2,a000136.spfit.2.txt
Strattonia,1560,smass,smass2,a001560.2.txt
Efimov,2754,smass,smass2,a002754.spfit.2.txt
Leukothea,35,smass,smass2,a000035.spfit.2.txt
Alku,3037,smass,smass2,a003037.spfit.2.txt
Sidonia,579,smass,smass2,a000579.2.txt
Tokai,2478,smass,smass2,a002478.2.txt
Danae,61,smass,smass2,a000061.2.txt
Amalia,284,smass,smass2,a000284.spfit.2.txt
Somnium,3258,smass,smass2,a003258.spfit.2.txt
Cetacea,2089,smass,smass2,a002089.spfit.2.txt
Ludibunda,7081,smass,smass2,a007081.spfit.2.txt
Limpopo,1490,smass,smass2,a001490.spfit.2.txt
Pamina,539,smass,smass2,a000539.2.txt
Fredclifford,5253,smass,smass2,a005253.2.txt
Horky,3137,smass,smass2,a003137.spfit.2.txt
Byblis,199,smass,smass2,a000199.spfit.2.txt
Haas,3853,smass,smass2,a003853.spfit.2.txt
1990 RO1,6716,smass,smass2,a006716.spfit.2.txt
Sita,244,smass,smass2,a000244.spfit.2.txt
Georgia,359,smass,smass2,a000359.spfit.2.txt
Euryanthe,527,smass,smass2,a000527.2.txt
Purkyne,3701,smass,smass2,a003701.spfit.2.txt
Namba,3320,smass,smass2,a003320.spfit.2.txt
Thomsen,2064,smass,smass2,a002064.2.txt
Gisela,352,smass,smass2,a000352.spfit.2.txt
Lomia,117,smass,smass2,a000117.2.txt
Kreutz,3635,smass,smass2,a003635.spfit.2.txt
Bathilde,441,smass,smass2,a000441.2.txt
Jennabelle,5588,smass,smass2,a005588.2.txt
1997 CZ5,99913,smass,smass2,au1997CZ5.spfit.2.txt
West,2022,smass,smass2,a002022.2.txt
Viipuri,2258,smass,smass2,a002258.spfit.2.txt
Alupka,2508,smass,smass2,a002508.2.txt
Ioffe,5222,smass,smass2,a005222.2.txt
Lucifer,1930,smass,smass2,a001930.2.txt
Korhonen,2988,smass,smass2,a002988.spfit.2.txt
Pels,1667,smass,smass2,a001667.2.txt
Kennoguchi,5348,smass,smass2,a005348.2.txt
Zelima,633,smass,smass2,a000633.spfit.2.txt
Siegena,386,smass,smass2,a000386.spfit.2.txt
Erbisbuhl,3674,smass,smass2,a003674.spfit.2.txt
James,2335,smass,smass2,a002335.spfit.2.txt
Dzus,3687,smass,smass2,a003687.2.txt
Ute,634,smass,smass2,a000634.spfit.2.txt
Calingasta,3833,smass,smass2,a003833.spfit.2.txt
Pafuri,1032,smass,smass2,a001032.spfit.2.txt
Ikenozenni,4945,smass,smass2,a004945.spfit.2.txt
Liberatrix,125,smass,smass2,a000125.spfit.2.txt
Lova,868,smass,smass2,a000868.spfit.2.txt
Tsubame,6211,smass,smass2,a006211.2.txt
Walbeck,1695,smass,smass2,a001695.spfit.2.txt
Miahelena,2911,smass,smass2,a002911.2.txt
Hispania,804,smass,smass2,a000804.spfit.2.txt
Amalthea,113,smass,smass2,a000113.2.txt
Vesta,4,smass,smass2,a000004.2.txt
Sonja,1293,smass,smass2,a001293.2.txt
Sitarski,2042,smass,smass2,a002042.spfit.2.txt
Ate,111,smass,smass2,a000111.2.txt
Mentor,3451,smass,smass2,a003451.spfit.2.txt
Lubomir,3630,smass,smass2,a003630.spfit.2.txt
Hobetsu,4774,smass,smass2,a004774.2.txt
Postrema,1484,smass,smass2,a001484.2.txt
Edwin,1046,smass,smass2,a001046.spfit.2.txt
Haas,3853,smass,smass2,a003853.2.txt
Monicalazzarin,7512,smass,smass2,a007512.2.txt
Eurydike,75,smass,smass2,a000075.2.txt
Doga,10504,smass,smass2,a010504.spfit.2.txt
Circe,34,smass,smass2,a000034.spfit.2.txt
Urania,30,smass,smass2,a000030.spfit.2.txt
Ottegebe,670,smass,smass2,a000670.spfit.2.txt
Tauntonia,581,smass,smass2,a000581.spfit.2.txt
AAS,3654,smass,smass2,a003654.2.txt
Watsonia,729,smass,smass2,a000729.spfit.2.txt
Sax,3534,smass,smass2,a003534.spfit.2.txt
Fletcher,3265,smass,smass2,a003265.spfit.2.txt
Kunimoto,6908,smass,smass2,a006908.spfit.2.txt
Fujiwara,6410,smass,smass2,a006410.2.txt
Nanon,559,smass,smass2,a000559.2.txt
Bathilde,441,smass,smass2,a000441.spfit.2.txt
Hypatia,238,smass,smass2,a000238.2.txt
A'Hearn,3192,smass,smass2,a003192.2.txt
Kalahari,1702,smass,smass2,a001702.spfit.2.txt
Azalea,1056,smass,smass2,a001056.spfit.2.txt
Alkmene,82,smass,smass2,a000082.2.txt
Kimura,6233,smass,smass2,a006233.spfit.2.txt
Marghanna,735,smass,smass2,a000735.spfit.2.txt
Odessa,2606,smass,smass2,a002606.spfit.2.txt
1996 PW,,smass,smass2,au1996PW.2.txt
Thia,405,smass,smass2,a000405.2.txt
Asia,67,smass,smass2,a000067.spfit.2.txt
Sumeria,1970,smass,smass2,a001970.spfit.2.txt
Sundmania,1424,smass,smass2,a001424.spfit.2.txt
Esther,622,smass,smass2,a000622.2.txt
Clarke,4923,smass,smass2,a004923.spfit.2.txt
Pecker,1629,smass,smass2,a001629.2.txt
Grubba,1058,smass,smass2,a001058.2.txt
Interamnia,704,smass,smass2,a000704.spfit.2.txt
Burgundia,374,smass,smass2,a000374.spfit.2.txt
Weringia,226,smass,smass2,a000226.2.txt
Entsuji,4272,smass,smass2,a004272.2.txt
Hecuba,108,smass,smass2,a000108.2.txt
Kharadze,2147,smass,smass2,a002147.2.txt
Hatanaka,4051,smass,smass2,a004051.spfit.2.txt
Arethusa,95,smass,smass2,a000095.spfit.2.txt
Undina,92,smass,smass2,a000092.2.txt
Andromache,175,smass,smass2,a000175.spfit.2.txt
Alphonsina,925,smass,smass2,a000925.spfit.2.txt
Tercidina,345,smass,smass2,a000345.spfit.2.txt
Robertfrazer,5817,smass,smass2,a005817.spfit.2.txt
Glauke,288,smass,smass2,a000288.2.txt
Hermentaria,346,smass,smass2,a000346.spfit.2.txt
Antwerpia,1294,smass,smass2,a001294.2.txt
Megaira,464,smass,smass2,a000464.spfit.2.txt
Florentina,321,smass,smass2,a000321.spfit.2.txt
Hyakkai,8516,smass,smass2,a008516.spfit.2.txt
Tyche,258,smass,smass2,a000258.spfit.2.txt
Drewpinsky,4536,smass,smass2,a004536.spfit.2.txt
Ianthe,98,smass,smass2,a000098.2.txt
Polyhymnia,33,smass,smass2,a000033.spfit.2.txt
Aeternitas,446,smass,smass2,a000446.2.txt
Vesta,4,smass,smass2,a000004.spfit.2.txt
Alvarez,3581,smass,smass2,a003581.2.txt
Pettengill,3831,smass,smass2,a003831.2.txt
Hedda,207,smass,smass2,a000207.2.txt
Xenia,625,smass,smass2,a000625.spfit.2.txt
van Altena,2370,smass,smass2,a002370.spfit.2.txt
Hyakkai,8516,smass,smass2,a008516.2.txt
Dido,209,smass,smass2,a000209.spfit.2.txt
Tanjiazhen,3542,smass,smass2,a003542.spfit.2.txt
Endymion,342,smass,smass2,a000342.spfit.2.txt
Kagiroino-Oka,7562,smass,smass2,a007562.spfit.2.txt
Podobed,3311,smass,smass2,a003311.2.txt
Athalia,515,smass,smass2,a000515.spfit.2.txt
Sheba,1196,smass,smass2,a001196.2.txt
Cossard,4993,smass,smass2,a004993.spfit.2.txt
Brorfelde,3309,smass,smass2,a003309.spfit.2.txt
Parker,5392,smass,smass2,a005392.spfit.2.txt
Vulkaneifel,4611,smass,smass2,a004611.2.txt
Vladimir,1724,smass,smass2,a001724.spfit.2.txt
Brorfelde,3309,smass,smass2,a003309.2.txt
Latvia,1284,smass,smass2,a001284.spfit.2.txt
Libera,771,smass,smass2,a000771.2.txt
Madeline,2569,smass,smass2,a002569.spfit.2.txt
Geramtina,1433,smass,smass2,a001433.spfit.2.txt
DuBridge,5678,smass,smass2,a005678.spfit.2.txt
Pythia,432,smass,smass2,a000432.spfit.2.txt
Suleika,563,smass,smass2,a000563.spfit.2.txt
Rauma,1882,smass,smass2,a001882.spfit.2.txt
Ingelehmann,5632,smass,smass2,a005632.spfit.2.txt
Hannibal,2152,smass,smass2,a002152.2.txt
Tanjiazhen,3542,smass,smass2,a003542.2.txt
Chivilikhin,2977,smass,smass2,a002977.spfit.2.txt
Keithnoll,6386,smass,smass2,a006386.spfit.2.txt
Buchwald,3209,smass,smass2,a003209.spfit.2.txt
Letaba,1264,smass,smass2,a001264.2.txt
Mielikki,2715,smass,smass2,a002715.spfit.2.txt
Burbine,5159,smass,smass2,a005159.2.txt
Jitka,3395,smass,smass2,a003395.spfit.2.txt
Boduognat,3458,smass,smass2,a003458.2.txt
Parchomenko,1857,smass,smass2,a001857.spfit.2.txt
Ndola,1634,smass,smass2,a001634.spfit.2.txt
Bykov,4682,smass,smass2,a004682.spfit.2.txt
Immo,2373,smass,smass2,a002373.2.txt
Paulharris,5349,smass,smass2,a005349.2.txt
Fredegundis,678,smass,smass2,a000678.2.txt
Siebold,5448,smass,smass2,a005448.2.txt
Chloe,402,smass,smass2,a000402.spfit.2.txt
Lorenz,3861,smass,smass2,a003861.spfit.2.txt
Ralph,5051,smass,smass2,a005051.2.txt
Io,85,smass,smass2,a000085.spfit.2.txt
Lachesis,120,smass,smass2,a000120.spfit.2.txt
Aquitania,387,smass,smass2,a000387.spfit.2.txt
Tirza,267,smass,smass2,a000267.2.txt
Ophelia,171,smass,smass2,a000171.2.txt
Steyaert,3788,smass,smass2,a003788.spfit.2.txt
Colchis,1135,smass,smass2,a001135.2.txt
Trisov,4287,smass,smass2,a004287.spfit.2.txt
Estremadoyro,5416,smass,smass2,a005416.spfit.2.txt
Vanadis,240,smass,smass2,a000240.2.txt
Polyhymnia,33,smass,smass2,a000033.2.txt
Dolores,1277,smass,smass2,a001277.2.txt
Peltier,3850,smass,smass2,a003850.2.txt
O'Keefe,6585,smass,smass2,a006585.spfit.2.txt
Angelina,64,smass,smass2,a000064.2.txt
Tokeidai,5069,smass,smass2,a005069.spfit.2.txt
Juvenalis,2818,smass,smass2,a002818.2.txt
Arpola,2194,smass,smass2,a002194.2.txt
Bartini,4982,smass,smass2,a004982.spfit.2.txt
Hugo,2106,smass,smass2,a002106.spfit.2.txt
Pales,49,smass,smass2,a000049.2.txt
Sirona,116,smass,smass2,a000116.spfit.2.txt
Mukai,4750,smass,smass2,a004750.2.txt
Gekko,4261,smass,smass2,a004261.spfit.2.txt
Bragaria,4884,smass,smass2,a004884.2.txt
Phillipadams,5133,smass,smass2,a005133.2.txt
Taurinensis,512,smass,smass2,a000512.spfit.2.txt
Ostro,3169,smass,smass2,a003169.spfit.2.txt
Una,160,smass,smass2,a000160.2.txt
Rhodope,166,smass,smass2,a000166.2.txt
Loviisa,2750,smass,smass2,a002750.2.txt
Purkyne,3701,smass,smass2,a003701.2.txt
Kollaa,1929,smass,smass2,a001929.2.txt
May,348,smass,smass2,a000348.spfit.2.txt
Virtus,494,smass,smass2,a000494.spfit.2.txt
Robinson,3819,smass,smass2,a003819.2.txt
Nansenia,853,smass,smass2,a000853.spfit.2.txt
Horky,3137,smass,smass2,a003137.2.txt
Sibylla,168,smass,smass2,a000168.2.txt
Hallstrom,2640,smass,smass2,a002640.spfit.2.txt
Farinella,3248,smass,smass2,a003248.2.txt
Boury,3435,smass,smass2,a003435.spfit.2.txt
Yakhontovia,1653,smass,smass2,a001653.2.txt
Berry,3684,smass,smass2,a003684.2.txt
Polana,142,smass,smass2,a000142.spfit.2.txt
Jaroslawa,1110,smass,smass2,a001110.spfit.2.txt
Atala,152,smass,smass2,a000152.spfit.2.txt
Divis,5103,smass,smass2,a005103.spfit.2.txt
Harrington,3216,smass,smass2,a003216.2.txt
Estonia,1541,smass,smass2,a001541.spfit.2.txt
Cossard,4993,smass,smass2,a004993.2.txt
Thule,279,smass,smass2,a000279.2.txt
Wawel,1352,smass,smass2,a001352.spfit.2.txt
Lewis,4796,smass,smass2,a004796.2.txt
1941 UN,5534,smass,smass2,a005534.spfit.2.txt
Lubomir,3630,smass,smass2,a003630.2.txt
Dynamene,200,smass,smass2,a000200.spfit.2.txt
Lene,3796,smass,smass2,a003796.spfit.2.txt
Idelsonia,1403,smass,smass2,a001403.spfit.2.txt
Kanaya,5333,smass,smass2,a005333.2.txt
Paulharris,5349,smass,smass2,a005349.spfit.2.txt
Gaspra,951,smass,smass2,a000951.spfit.2.txt
Carina,491,smass,smass2,a000491.spfit.2.txt
Irkutsk,3224,smass,smass2,a003224.2.txt
Athor,161,smass,smass2,a000161.2.txt
Chivilikhin,2977,smass,smass2,a002977.2.txt
1980 VX1,6283,smass,smass2,a006283.2.txt
Agekian,3862,smass,smass2,a003862.2.txt
Nikko,1185,smass,smass2,a001185.2.txt
Semiramis,584,smass,smass2,a000584.2.txt
Sinuhe,4512,smass,smass2,a004512.spfit.2.txt
Robeson,2328,smass,smass2,a002328.2.txt
Rufino,4107,smass,smass2,a004107.2.txt
Ariadne,43,smass,smass2,a000043.spfit.2.txt
Lysistrata,897,smass,smass2,a000897.2.txt
van Albada,2019,smass,smass2,a002019.spfit.2.txt
Gretia,984,smass,smass2,a000984.spfit.2.txt
Bogoslovskij,3710,smass,smass2,a003710.2.txt
Bastian,2855,smass,smass2,a002855.spfit.2.txt
Nemausa,51,smass,smass2,a000051.2.txt
Rockholt,3579,smass,smass2,a003579.2.txt
Lumen,141,smass,smass2,a000141.2.txt
Siegena,386,smass,smass2,a000386.2.txt
Genua,485,smass,smass2,a000485.spfit.2.txt
d'Alembert,5956,smass,smass2,a005956.spfit.2.txt
Libussa,264,smass,smass2,a000264.2.txt
Aehlita,2401,smass,smass2,a002401.spfit.2.txt
Aenna,1155,smass,smass2,a001155.2.txt
Anitra,1016,smass,smass2,a001016.2.txt
Proserpina,26,smass,smass2,a000026.spfit.2.txt
Nancy,2056,smass,smass2,a002056.spfit.2.txt
Clara,642,smass,smass2,a000642.spfit.2.txt
Tamines,3121,smass,smass2,a003121.2.txt
