number,name,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825,0.85,0.875,0.9,0.925,0.95,0.975,1.0,1.025,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2.0,2.05,2.1,2.15,2.2,2.25,2.3,2.35,2.4,2.45,pV,z0,z1,z2,z3,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,cluster_49,cluster,class_A,class_B,class_C,class_D,class_E,class_K,class_L,class_M,class_O,class_P,class_Q,class_R,class_S,class_V,class_X,class_Z,class_,class_sf,e,e_center,e_snr,e_depth,k,k_center,k_snr,k_depth,h,h_center,h_snr,h_depth,DIFFUSE,ref_spectrum,ref_albedo
1140,Crimea,-0.2803488969802856,-0.2246741205453872,-0.1743407398462295,-0.1288332492113113,-0.0914579033851623,-0.059789340943098,-0.0313079170882701,-0.0030620887409895,0.0277647785842418,0.0549920015037059,0.0698665454983711,0.0833262875676155,0.0801182761788368,0.0728516057133674,0.0526639036834239,0.025303166359663,-0.0011408297577872,-0.0286383740603923,-0.051660019904375,-0.065038651227951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6055483222007751,-0.3194023052175837,0.199090895792391,-0.0953045647155617,-0.1645750850047145,0.845954,0.0,0.0,0.000271,5e-06,0.0,0.075034,0.0,0.0,0.0,0.010104,0.0,0.0,0.000639,0.0,0.0,0.001192,0.0,0.0,0.0,0.0,0.017115,0.0,0.0,3.2e-05,0.0,0.0,0.0,0.000349,0.0,0.0,0.0,2.7e-05,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.015038,0.0,0.001199,0.0,0.015306,2.7e-05,0.0,0.0,0.01221,0.0,0,0.0,0.0,0.000569,0.0,0.0,3e-06,0.0,2.9e-05,0.0,0.0,0.013473,0.0,0.985524,0.000402,0.0,0.0,S,S,,,,,,,,,,,,,False,1.0,13;38
1144,Oda,-0.349659115076065,-0.3336185216903686,-0.312679260969162,-0.2944038510322571,-0.2723691165447235,-0.2474716007709503,-0.2169233113527298,-0.1858014464378357,-0.1519371718168258,-0.1190613657236099,-0.0817272514104843,-0.0474429875612258,-0.0167310107499361,0.0067012743093073,0.0293429922312498,0.050455167889595,0.0654636472463607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.362237811088562,-0.0589542453429434,-0.1118813473282315,0.1889421284325216,-0.7405720885048357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,13,0.0,0.0,0.999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,0.0,1e-06,0.0,0.0,C,C,,,,,,,,,0.0,0.834,1.694,0.0292,True,23.0,5;44;6;4
1146,Biarmia,,,-0.0696193054318428,-0.0601810552179813,-0.0554531402885913,-0.0537066422402858,-0.0529890172183513,-0.0514266639947891,-0.048704907298088,-0.0440357401967048,-0.0382358208298683,-0.0293791703879833,-0.0208571981638669,-0.0150606660172343,-0.0106993010267615,-0.0051056803204119,-0.0010089563438668,0.0040922737680375,0.0111337164416909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7423214316368103,-0.1551933171908211,-0.1059016135288065,-0.2307583066807142,-0.0027890213933918,0.0,0.0,8.9e-05,0.926696,0.0,0.000104,1e-06,0.0,0.0,0.0,0.012154,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.000589,0.0,0.0,0.003036,0.000233,0.04633,0.0,7e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000214,0.0,0.0,0.0,0.0,0.0,3.4e-05,3e-06,0.0,0.010506,0.0,0.0,0.0,3,0.0,8.9e-05,0.000194,0.0,0.0,0.046081,0.0,0.014188,0.0,0.000556,0.0,0.0,0.938891,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,3.0,4;6;5;7;9;14
1149,Volga,,,-0.1474978625774383,-0.1558966189622879,-0.1584216505289077,-0.1560388505458831,-0.147996500134468,-0.1391535550355911,-0.129829853773117,-0.1221309229731559,-0.1250176280736923,-0.1074290052056312,-0.1001399084925651,-0.0661355927586555,-0.0416510887444019,-0.0033575624693185,0.0192161761224269,0.0242962799966335,0.0045481594279408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4089354276657104,-0.0100691431099972,-0.3843097441222284,0.0344794144158526,-0.1787406393920472,0.0,0.0,0.0,7e-06,0.0,0.000238,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.369477,0.0,0.0,0.0,0.0,0.0,0.006495,0.0,0.0,6e-06,3.3e-05,0.395203,1.4e-05,2e-06,0.0,0.0,0.0,2e-06,0.0,3e-06,0.0,0.0,0.0,0.0,0.228517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.36971,4e-06,0.0,0.093722,0.0,0.301555,0.0,0.234976,2.1e-05,0.0,1e-05,3e-06,0.0,0.0,Ch,Ch,,,,,,,,,1.0,0.7255,1.4519,0.0625,False,3.0,4;6;17;5;28;29;16;7;14
1150,Achaia,,,-0.2571946680545807,-0.2069391161203384,-0.1661975532770156,-0.1326065808534622,-0.103067398071289,-0.0759068429470062,-0.0513137727975845,-0.0300259962677955,-0.0100361546501517,0.0060677984729409,0.0147961685433983,0.0168916583061218,0.0115211317315697,-0.0001372090773656,-0.015526651404798,-0.0287930518388748,-0.0355217829346656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.616184651851654,-0.0379657648001399,0.1657282852301372,-0.1270706510850136,-0.2286767474087889,0.060603,0.0,0.0,0.067084,0.006986,0.0,0.005867,0.0,0.0,0.0,1e-06,0.0,0.0,3.3e-05,0.829258,0.0,0.0,0.0,0.0,0.0,0.0,0.000381,0.0,6e-06,0.000112,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,4e-06,0.0,0.0,0.000891,0.0,0.002715,0.015274,0.0,0.002834,0.0,0.007544,1.4e-05,0.000302,2e-06,1e-06,0.0,8.5e-05,0.0,14,0.0,0.0,3.2e-05,0.0,1e-06,4.9e-05,0.009246,0.000961,0.0,1e-06,8.7e-05,0.0,0.989616,8e-06,0.0,0.0,S,S,,,,,,,,,,,,,False,3.0,13
1152,Pawona,-0.517075777053833,-0.4386923909187317,-0.3702383935451507,-0.3111186623573303,-0.2654667198657989,-0.2260443121194839,-0.1911146938800811,-0.1560503989458084,-0.1177596971392631,-0.0955409929156303,-0.0729949995875358,-0.0539359040558338,-0.0450379438698291,-0.0483959503471851,-0.0634856447577476,-0.08526261895895,-0.1042328402400016,-0.116295151412487,-0.1212307140231132,-0.1191053912043571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7351821660995483,0.3641388576598557,0.2193324317697583,-0.0800898379736032,-0.1874784887342018,0.001115,0.0,0.0,4.5e-05,0.493802,0.0,0.0,2.4e-05,0.0,0.0,0.0,0.0,0.0,3.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.004683,0.0,0.0,2.9e-05,0.0,0.0,0.0,4e-06,0.0,2.2e-05,0.0,0.000874,0.000118,0.0,0.0,0.0,7e-05,0.000343,0.000267,0.43209,0.0,0.052617,0.0,0.0,2.2e-05,0.0,0.013825,0.0,8e-06,4,8e-06,0.0,3.5e-05,0.0,0.0,1e-06,0.025006,2.7e-05,0.0,0.0,4e-06,0.0,0.973994,0.000924,0.0,0.0,S,S,,,,,,,,,,,,,False,1.0,5;6;14;7
1155,Aenna,-0.0368343591690063,-0.0154073247686028,-0.004839108325541,0.0062003573402762,0.0245616566389799,0.0427689105272293,0.0574897825717926,0.071140356361866,0.0819248259067535,0.0917969495058059,0.0968884974718093,0.0972106754779815,0.0972021296620369,0.0943339839577674,0.0905950292944908,0.0828371345996856,0.0732314437627792,0.0670371651649475,0.0659016817808151,0.0711351186037063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8446639180183411,-0.7229569428938359,-0.0726828112347465,-0.1845422960695917,-0.1285808317340669,2e-06,0.0,0.002585,0.0,0.0,0.000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000481,0.018998,0.943762,0.0,0.002472,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,7.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02563,0.0,0.002805,0.0,1.7e-05,0.0,24,0.0,0.002585,0.005628,0.0,0.0,0.848145,1.1e-05,0.117913,0.0,5.3e-05,3.3e-05,0.0,0.025632,0.0,0.0,0.0,K,K,,,,,,,,,,,,,False,1.0,6;5;7;9;14
1164,Kobolda,,,-0.2529449164867401,-0.2139904201030731,-0.182484745979309,-0.1562109142541885,-0.1333567500114441,-0.1111667081713676,-0.0887471139430999,-0.0647790804505348,-0.0457650199532508,-0.0313853994011879,-0.0228281989693641,-0.0229042693972587,-0.030826024711132,-0.0464484319090843,-0.0654454007744789,-0.0869786813855171,-0.1092960312962532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6903698444366455,0.1615277860823183,0.2200378537860541,-0.0786019005012732,-0.0668440028827723,0.06763,0.0,0.0,0.008345,0.066225,0.0,0.000347,0.0,0.0,0.0,1e-05,0.0,0.0,5.1e-05,0.001019,0.0,1e-06,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.002219,0.0,0.0,0.0,1e-06,0.0,1e-05,0.0,3e-05,3e-06,0.0,1e-06,0.0,0.000223,0.02621,0.0,0.703429,0.0,0.120868,3e-06,1.8e-05,5e-06,0.0,0.00081,4.1e-05,2e-06,40,2e-06,0.0,3.4e-05,0.0,0.0,0.001323,0.0,0.00112,0.0,0.0,5.8e-05,1e-05,0.997417,3.6e-05,0.0,0.0,S,S,,,,,,,,,,,,,False,3.0,13;1
1165,Imprinetta,,-0.3247801065444946,-0.311623752117157,-0.2989337742328644,-0.2908085882663727,-0.2847663164138794,-0.2797397077083587,-0.275139570236206,-0.2702714502811432,-0.2652682065963745,-0.257804274559021,-0.2504541277885437,-0.2430800199508667,-0.239287793636322,-0.2336027771234512,-0.2291518747806549,-0.2248172909021377,-0.2205205112695694,-0.2159431874752044,-0.2107730507850647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4685211181640625,0.7822550706563781,-0.6335942000785918,0.2989796472574994,0.1358958169613952,0.0,5e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.047116,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371522,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-05,0.045448,0.0,0.0,0.0,4e-06,0.0,0.01206,0.52377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05,0.0,0.0,0.0,37,3.8e-05,2e-06,1e-06,0.047119,0.0,0.0,0.0,2.6e-05,0.0,0.895301,0.0,0.0,0.045453,0.0,0.0,0.01206,P,P,,,,,,,,,0.0,0.6203,2.2886,0.0167,False,1.0,13
1171,Rusthawelia,,,-0.1901183128356933,-0.1862370073795318,-0.1812935918569564,-0.1755373775959015,-0.1694348752498626,-0.1633746474981308,-0.155755802989006,-0.1469021290540695,-0.1397730261087417,-0.1335384994745254,-0.1266396641731262,-0.1197715550661087,-0.1116623729467392,-0.1016681417822837,-0.0924210101366043,-0.0863775983452797,-0.0855224803090095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4559319019317627,0.174270659526151,-0.5321166075719075,0.1413413852528816,0.0041054835343365,0.0,0.0,9.3e-05,0.0,0.0,0.000728,0.0,0.0,2.7e-05,0.0,0.0,0.0,0.0,6.9e-05,0.0,0.0,0.0,0.7363,0.0,0.049369,0.0,0.0,0.186201,0.0,0.0,0.0,0.000859,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.026322,0.0,0.0,0.0,0.0,1e-06,2.1e-05,0.0,0.0,1e-06,0.0,0.0,0.0,17,0.0,9.3e-05,0.001664,4.9e-05,0.0,0.0,0.0,4.1e-05,0.0,0.998145,0.0,0.0,9e-06,0.0,0.0,0.0,P,P,,,,,,,,,0.0,0.6088,1.0616,0.0066,False,3.0,13
1172,Aneas,,,,,-0.1147380992770195,-0.0996252670884132,-0.0861072093248367,-0.0611797012388706,-0.0429190583527088,-0.0249084569513797,-0.004753534682095,0.0154113797470927,0.0313521809875965,0.0485722459852695,0.0682340264320373,0.0882351994514465,0.101106584072113,0.1114864647388458,0.131613940000534,0.145352303981781,0.1496597230434417,0.1581915318965912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.229148030281067,-0.5893029652331412,-0.2675772072595264,0.1377065174649104,-0.6393779504347007,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007415,0.0,0.0,0.0,0.0,0.0,0.0,0.02625,1e-06,0.0,0.0,0.0,0.0,0.099281,0.0,0.0,0.0,0.0,0.0,0.0,0.002501,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.864543,0.0,0.0,0.030724,0.0,0.005296,0.0,0.096926,0.0,0.0,0.002509,1e-06,0.0,0.0,C,C,,,,,,,,,0.0,0.6137,1.3765,0.015,True,14.0,53
1176,Lucidor,-0.0089872954413294,0.0217808336019516,0.042689599096775,0.056729570031166,0.0656071081757545,0.0709046572446823,0.074112594127655,0.0771721601486206,0.0798056498169899,0.0801131501793861,0.0803640708327293,0.0816100165247917,0.084657147526741,0.084716185927391,0.0842734202742576,0.0822033435106277,0.0792966559529304,0.0746303647756576,0.0681446269154548,0.0576888844370842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9469215869903564,-0.8157379016942173,-0.2059533202145566,-0.0469446487168829,-0.1416771348170292,0.0,0.0,0.099755,1e-06,0.0,0.133592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.007258,0.006271,0.233397,0.0,0.501341,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005682,0.0,0.003141,0.0,0.0,0.0,26,0.0,0.099755,0.644458,0.0,0.0,0.023181,5e-05,0.225989,0.0,0.000875,8e-06,0.0,0.005683,0.0,0.0,0.0,C,C,,,,,,,,,0.0,0.834,2.3494,0.0121,False,1.0,4;6;17;5;29;28;16;9;22
1177,Gonnessia,-0.1862321496009826,-0.1770946383476257,-0.1731535345315933,-0.1726164668798446,-0.1709319800138473,-0.1687440723180771,-0.1662655919790268,-0.1632976084947586,-0.1603599935770034,-0.1544374525547027,-0.1444414108991623,-0.1333546489477157,-0.126568391919136,-0.1204552501440048,-0.1099300906062126,-0.0992238149046897,-0.0890058428049087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3958159685134888,0.1617311403496858,-0.5365828058477502,0.1405074510697229,0.0113795435543328,0.0,0.0,0.000116,0.0,0.0,0.000399,0.0,0.0,1.9e-05,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,0.734066,0.0,0.080967,0.0,0.0,0.166218,0.0,0.0,0.0,0.000405,0.0,0.0,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.017758,0.0,0.0,0.0,0.0,1e-06,4e-06,0.0,0.0,2e-06,0.0,0.0,0.0,17,0.0,0.000116,0.000854,2.3e-05,0.0,0.0,0.0,0.000241,0.0,0.99875,0.0,0.0,1.6e-05,0.0,0.0,0.0,Ch,Ch,0.0,0.4501,1.5174,0.0173,,,,,1.0,0.6763,2.2707,0.0196,False,23.0,4;6;17;5;28
1177,Gonnessia,,,-0.0282321032136678,-0.0130660021677613,-0.0051470338366925,-0.0020451855380088,-0.0016875800210982,-0.0005199995939619,0.0041169957257807,0.0076051712967455,0.0098011186346411,0.0115558570250868,0.0157799925655126,0.0189752336591482,0.0194663982838392,0.0200400482863187,0.0215340238064527,0.0243233945220708,0.0291250329464674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3010300397872925,-0.5310924647360685,-0.4231520410707056,0.0800156182092905,-0.0756272326664386,0.0,0.0,0.004817,0.005605,0.0,0.811281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.045837,0.0,0.0,0.002859,4e-06,1e-06,0.0,0.128794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,5,0.0,0.004817,0.940936,0.0,0.0,1e-06,0.0,1.5e-05,0.0,0.048625,0.0,0.0,0.005606,0.0,0.0,0.0,C,C,,,,,,,,,0.0,0.7649,0.5149,0.0064,False,3.0,4;6;17;5;28
1178,Irmela,,,-0.0353489145636558,-0.0215860120952129,-0.0136747499927878,-0.009971123188734,-0.0086210696026682,-0.0079213455319404,-0.0082578985020518,-0.0089227864518761,-0.0095982989296317,-0.0087704816833138,-0.0075779124163091,-0.0088543808087706,-0.009470441378653,-0.0109106916934251,-0.0157491993159055,-0.0218956675380468,-0.0288952905684709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1739251613616943,-0.3850527559940446,-0.460163632805133,0.0317515200327741,0.0673550921251997,0.0,0.0,0.001492,0.077549,0.0,0.087952,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000722,0.0,0.0,0.0,0.000143,0.0,0.805938,0.0,0.0,0.007841,0.0,0.0,0.0,0.007607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.010751,0.0,0.0,0.0,19,0.0,0.001492,0.860558,0.0,0.0,0.0,0.0,0.001606,0.0,0.05879,0.0,0.0,0.077553,0.0,0.0,0.0,C,C,,,,,,,,,0.0,0.834,1.968,0.0136,False,3.0,4
1181,Lilith,-0.0621760748326778,-0.0581002794206142,-0.048071514815092,-0.0353261791169643,-0.0265230368822813,-0.0201270934194326,-0.0154251279309391,-0.0094560133293271,-0.0007198576349765,0.0078341988846659,0.015415552072227,0.0228030327707529,0.0300224442034959,0.0338582694530487,0.0363787822425365,0.0363719649612903,0.0306226257234811,0.0226905662566423,0.018401825800538,0.0219746250659227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9430951476097108,-0.4508497583944411,-0.1794170587513979,-0.0868098790490785,-0.1196819534273554,0.0,0.0,0.007856,0.109369,0.0,0.193157,1.1e-05,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.002374,0.0,0.0,0.0,0.0,0.0,0.010377,0.0,0.0,0.031383,0.005922,0.532848,0.0,0.033928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.001957,0.0,0.070801,0.0,2e-06,0.0,24,0.0,0.007856,0.229457,0.0,0.0,0.085332,0.0,0.547666,0.0,0.018335,5e-06,0.0,0.111348,0.0,0.0,0.0,M,M,0.0,0.4501,1.0486,0.0087,,,,,,,,,False,1.0,13
1185,Nikko,-0.2948185205459595,-0.2464817315340042,-0.1887224465608596,-0.1334121972322464,-0.0934459716081619,-0.0601463466882705,-0.0294015873223543,0.0021402523852884,0.0327855497598648,0.0640247762203216,0.0824624001979827,0.0899633318185806,0.0884528905153274,0.0788152813911438,0.0529860705137252,0.0215028207749128,-0.0117198238149285,-0.0422953367233276,-0.068287193775177,-0.0778180509805679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4461169838905334,-0.1892855540409783,0.3588743172310857,-0.2911859903751985,0.0764244992965234,0.081233,0.0,0.0,0.000153,3.7e-05,0.0,0.549095,0.0,0.0,0.0,0.013583,0.0,0.0,0.001417,0.0,0.0,0.043228,0.0,0.0,0.0,0.0,0.245799,0.0,0.0,2e-06,0.0,0.0,0.0,0.000857,0.0,0.0,0.0,4.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031806,0.0,0.010346,0.0,0.021209,0.000296,0.0,0.0,0.000891,0.0,6,0.0,0.0,8.6e-05,0.0,1e-06,1e-06,0.0,0.0,0.0,0.0,0.04545,0.012612,0.940651,0.001199,0.0,0.0,S,S,,,,,,,,,,,,,False,1.0,9;5;6
1186,Turnera,-0.1652015894651413,-0.1084616184234619,-0.0708262175321579,-0.0446856580674648,-0.0268146339803934,-0.0123985623940825,0.000121807155665,0.0117474542930722,0.0239446070045232,0.0377433784306049,0.0503295697271823,0.0564239658415317,0.0512726120650768,0.0415914915502071,0.0310628432780504,0.0164608005434274,-0.0065044113434851,-0.034832376986742,-0.0493487976491451,-0.0340881906449794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.214670181274414,-0.4381302966905055,-0.3091833601264718,0.0145868930654316,0.0327884085157865,2e-06,0.0,0.0,0.652989,0.0,4.9e-05,0.000578,0.0,0.0,0.0,0.0,0.0,0.0,0.292288,0.0,9.7e-05,1e-05,0.0,0.0,0.00045,0.0,8.3e-05,0.0,0.0,0.0,0.0,7e-06,0.0,0.00024,0.0,0.0,0.0,0.000479,0.0,0.0,0.0,0.0,0.0,0.000175,0.0,0.0,0.0,4.7e-05,0.0,0.032508,0.0,0.019925,0.0,7.3e-05,0.0,3,0.0,0.0,0.29203,0.0,0.0,0.0,0.0,0.000671,0.0,0.019366,0.000735,0.0,0.686381,0.000816,0.0,0.0,S,S,,,,,,,,,,,,,False,1.0,13
1187,Afra,-0.3539395928382873,-0.290447860956192,-0.2600005865097046,-0.2456471472978592,-0.2286623120307922,-0.2127243876457214,-0.1957223117351532,-0.1824370771646499,-0.1705040037631988,-0.1583733111619949,-0.146557405591011,-0.1358321756124496,-0.1266164034605026,-0.1215861812233924,-0.1106716766953468,-0.1060911193490028,-0.0968699678778648,-0.0889173671603202,-0.0750758573412895,-0.0511419586837291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.42021644115448,0.276675315648983,-0.4363106464621973,0.0860753649622208,-0.0718131834140649,0.0,0.0,4e-06,0.0,1e-06,0.008944,0.0,0.0,0.000301,0.0,0.0,0.0,0.0,0.000286,0.0,0.0,0.0,0.464443,0.0,0.094793,0.0,0.0,0.104578,0.0,9e-06,0.0,0.000134,0.0,0.0,0.0,8e-06,0.0,3e-06,0.0,5e-06,0.0,0.0,0.324578,0.0,0.0,0.0,0.0,1.8e-05,0.001875,0.0,0.0,1.9e-05,0.0,0.0,0.0,17,0.0,4e-06,0.009365,0.002178,0.0,9e-06,0.0,0.000114,0.0,0.988296,0.0,0.0,3.1e-05,3e-06,0.0,0.0,P,P,0.0,0.539,1.617,0.0256,,,,,0.0,0.5491,1.6016,0.0156,False,1.0,13
1188,Gothlandia,-0.3879055082798004,-0.3251928985118866,-0.2670539617538452,-0.2128330618143081,-0.1687725782394409,-0.1325374990701675,-0.0994015783071518,-0.0693139806389808,-0.0396613553166389,-0.0123582277446985,0.0116317179054021,0.0273176934570074,0.0302693154662847,0.0241266693919897,0.0031179396901279,-0.028980353847146,-0.0496631786227226,-0.0821910127997398,-0.1000100001692771,-0.0894960686564445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6216021180152893,-0.0263769794056632,0.122120691735923,-0.085918023243533,-0.1893759754367453,0.035927,0.0,0.0,0.029526,0.00353,0.0,0.001968,0.0,0.0,0.0,0.000179,0.0,0.0,9.2e-05,0.769417,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.022182,0.0,0.0,3e-06,0.0,0.0,0.0,8.7e-05,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.0,0.0,0.000801,0.0,0.115359,0.0,0.020293,1e-06,0.000161,0.000177,0.0,2e-06,2.8e-05,0.0,14,0.0,0.0,8.9e-05,0.0,0.0,0.0,0.000267,3e-06,0.0,0.0,4.1e-05,0.0,0.999079,0.00052,0.0,0.0,S,S,,,,,,,,,,,,,False,1.0,13;38
1189,Terentia,-0.1537510901689529,-0.1261572241783142,-0.0962077230215072,-0.0711996853351593,-0.0626681745052337,-0.0609107017517089,-0.0643326044082641,-0.0663379654288292,-0.0684348493814468,-0.0686046481132507,-0.0675262659788131,-0.0639825612306594,-0.0573147386312484,-0.0527583137154579,-0.0484317019581794,-0.0451562404632568,-0.0457573160529136,-0.0492901764810085,-0.053807683289051,-0.0584409013390541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3279021978378296,-0.1974167535972388,-0.5081762217037956,0.1232698348313382,0.0125926628440002,0.0,0.0,0.001087,0.001586,0.0,0.021596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000192,0.0,0.0,0.0,0.178624,0.0,0.749573,0.0,0.0,0.044214,0.0,0.0,0.0,0.002872,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.000252,0.0,0.0,0.0,19,0.0,0.001087,0.260483,3e-06,0.0,0.0,0.0,0.000401,0.0,0.736438,0.0,0.0,0.001587,0.0,0.0,0.0,Ch,Ch,0.0,0.4501,2.3501,0.0248,,,,,1.0,0.6862,2.3803,0.0148,False,1.0,13;1
1194,Aletta,,,-0.1705298125743866,-0.1539149582386016,-0.1451343297958374,-0.1416760385036468,-0.1402760744094848,-0.140200138092041,-0.1389896422624588,-0.1373483538627624,-0.1344224959611892,-0.1289650350809097,-0.1215851977467536,-0.1112937852740287,-0.1029093489050865,-0.0990112572908401,-0.0978448241949081,-0.1001442298293113,-0.1063273623585701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.275724172592163,0.125382152352983,-0.497074082556566,0.1151667409303482,0.0377836845283275,0.0,0.0,9.1e-05,0.0,0.0,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.0,0.0,0.0,0.88981,0.0,0.004266,0.0,0.0,0.101607,0.0,0.0,0.0,0.000113,0.0,0.0,0.0,5.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002623,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.001292,0.0,0.0,0.0,17,0.0,9.1e-05,0.000257,0.0,0.0,0.0,0.0,0.007252,0.0,0.992341,0.0,0.0,5.9e-05,0.0,0.0,0.0,Ch,Ch,,,,,,,,,1.0,0.6984,2.2959,0.019,False,3.0,4;6;5;29;28;7;22;14
