number,name,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825,0.85,0.875,0.9,0.925,0.95,0.975,1.0,1.025,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2.0,2.05,2.1,2.15,2.2,2.25,2.3,2.35,2.4,2.45,pV,z0,z1,z2,z3,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,cluster_49,cluster,class_A,class_B,class_C,class_D,class_E,class_K,class_L,class_M,class_O,class_P,class_Q,class_R,class_S,class_V,class_X,class_Z,class_,class_sf,e,e_center,e_snr,e_depth,k,k_center,k_snr,k_depth,h,h_center,h_snr,h_depth,DIFFUSE,ref_spectrum,ref_albedo
28,Bellona,-0.29013565,-0.26631257,-0.22800764,-0.185502,-0.15793996,-0.13506706,-0.11331697,-0.0840078,-0.061672874,-0.04265348,-0.020206563,-0.00029417145,0.012022011,0.01265689,0.0082317665,-0.00046449172,-0.012101285,-0.028584786,-0.0426587,-0.045609437,-0.04213568,-0.010462545,-0.0050066784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5951663,-0.0332210083314133,0.2227693605273903,-0.1317747791591484,-0.2588725623518143,0.056592,0.0,0.0,0.021551,0.002025,0.0,0.002703,0.0,0.0,0.0,1e-06,0.0,0.0,7e-06,0.909966,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.00033,0.000866,0.0,0.001929,0.0,0.003824,0.0,0.000112,0.0,0.0,0.0,1.4e-05,0.0,14,0.0,0.0,6e-06,0.0,0.0,1e-05,0.002345,5.7e-05,0.0,0.0,1.4e-05,0.0,0.997566,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,6
29,Amphitrite,-0.30782047,-0.28784448,-0.24797903,-0.20827629,-0.17769471,-0.15428555,-0.13697751,-0.1087204,-0.08471529,-0.06261947,-0.04963165,-0.037087362,-0.025203656,-0.03340183,-0.04545189,-0.06316129,-0.06758361,-0.07642654,-0.07917868,-0.07538651,-0.06450273,-0.049005847,-0.034588467,-0.024092864,-0.016194519,0.009275947,0.03387328,0.05158438,0.06745709,0.08338205,0.099310674,0.11514697,0.124129035,0.1326859,0.13780156,0.13956109,0.1354154,0.12865078,0.123866715,0.12135986,0.11730329,0.11985067,0.11956779,0.1210245,0.12317086,0.12846467,0.13364553,0.13649428,0.140201,0.14279872,0.14583465,0.1503782,0.1575115,-0.73305386,0.1036632636652957,0.0743397928382036,-0.0895597712043078,-0.1367182457795843,0.113715,0.0,0.0,0.017611,0.256737,0.0,0.000458,0.0,0.0,0.0,9e-06,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008677,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.008445,2.1e-05,0.0,0.39677,0.0,0.197545,0.0,3e-06,0.0,0.0,0.0,0.0,1e-06,40,1e-06,0.0,6e-06,0.0,0.0,0.000998,0.000425,0.016098,0.0,2.7e-05,0.0,0.0,0.982445,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,26;4;6;5;8;7;14
29,Amphitrite,-0.25332084,-0.22446568,-0.18774058,-0.15071681,-0.118371084,-0.09447956,-0.07275318,-0.04939974,-0.025020981,-0.0030103864,0.013345173,0.023246532,0.027868053,0.0245594,0.013999468,0.0017184225,-0.006868424,-0.014626162,-0.020300591,-0.016592728,-0.011036569,-0.0036937834,0.0055838134,0.015825888,0.026219925,0.048163287,0.0626216,0.0803803,0.093608044,0.10886005,0.1200142,0.12675114,0.14023784,0.14563468,0.14475846,0.14210662,0.13775843,0.13231814,0.12477326,0.1161759,0.11022686,0.107898094,0.1081473,0.11184015,0.11594524,0.12231418,0.12942255,0.1318112,0.13121828,0.13163477,0.13344127,0.1377429,0.14495513,-0.77728355,-0.1896485830428509,0.0868251309194001,-0.1255299988072353,-0.1864348282113857,0.430555,0.0,0.0,0.338008,0.00029,0.0,0.177434,0.0,0.0,0.0,0.001618,0.0,0.0,9.3e-05,0.02926,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.00754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000106,0.0,0.000973,1.3e-05,0.0,0.004502,0.0,0.004522,0.0,0.00504,0.0,0.0,0.0,2.6e-05,0.0,0,0.0,0.0,9.1e-05,0.0,0.0,0.001939,8.4e-05,0.006693,0.0,6e-06,2.8e-05,0.0,0.991158,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,26;4;6;5;8;7;14
30,Urania,-0.4144712,-0.36870387,-0.32291514,-0.27719945,-0.23743056,-0.20221885,-0.1708427,-0.14141308,-0.113138415,-0.085024066,-0.06197884,-0.04699271,-0.042177252,-0.047226377,-0.05720759,-0.06814376,-0.0783352,-0.08160687,-0.08524039,-0.08247576,-0.07965184,-0.07662072,-0.07144318,-0.063187756,-0.050871648,-0.016937574,0.0054554585,0.034955718,0.061243333,0.08452643,0.107950486,0.12372542,0.14053266,0.15006281,0.15319927,0.15028672,0.14491491,0.13719745,0.12982477,0.1225206,0.11880193,0.117109425,0.11768559,0.121137656,0.12796281,0.1336023,0.13856976,0.14427544,0.1460409,0.14997227,0.15458475,0.1597312,0.16460101,-0.8894103,0.2597642847363732,0.1269058332008723,-0.1128206065885478,-0.1335995741134826,0.007546,0.0,0.0,6.8e-05,0.49489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000584,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.002573,0.00011,4e-06,0.25208,0.0,0.242049,0.0,0.0,0.0,0.0,8.8e-05,0.0,3e-06,4,3e-06,0.0,0.0,0.0,0.0,0.000107,0.00122,0.002968,0.0,8.2e-05,0.0,0.0,0.995619,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,13
30,Urania,-0.4052762,-0.35516456,-0.30625212,-0.26533046,-0.22269331,-0.18442665,-0.16012433,-0.1276474,-0.09649696,-0.07178099,-0.05011315,-0.027540289,-0.027104147,-0.034707658,-0.043262817,-0.048475303,-0.057646222,-0.07213598,-0.07651015,-0.07479008,-0.072436325,-0.062276773,-0.048473902,-0.037624232,-0.02955734,-0.0022125908,0.033091463,0.05683554,0.074825324,0.09337685,0.11615945,0.1275687,0.14173903,0.15144779,0.15605332,0.15293352,0.14811663,0.14015768,0.12947254,0.11747087,0.118439294,0.114676036,0.11058197,0.11194671,0.11580277,0.12177209,0.12992556,0.13301192,0.13715284,0.14007406,0.14402764,0.14744724,0.14969982,-0.69229865,0.2079365852772253,0.195989908977981,-0.1504649278292408,-0.1846210128431246,0.008827,0.0,0.0,0.002551,0.654342,0.0,3.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.003303,3e-06,0.11262,0.0,0.21794,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,4,2e-06,0.0,0.0,0.0,0.0,2e-06,0.316657,1e-06,0.0,0.0,0.0,0.0,0.683338,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,13
32,Pomona,-0.3792504,-0.32524565,-0.28656936,-0.24729282,-0.21742089,-0.18609236,-0.16697769,-0.14089875,-0.117410004,-0.09716752,-0.078575015,-0.06573886,-0.057823062,-0.06920366,-0.088902324,-0.11486265,-0.13843147,-0.1584531,-0.16834015,-0.16394195,-0.14685345,-0.118584074,-0.08992784,-0.06675032,-0.048986077,-0.009365424,0.028168574,0.05679509,0.07574439,0.09430969,0.12069929,0.1323992,0.14788616,0.15639713,0.15978226,0.1567955,0.14605707,0.1332677,0.12310651,0.11660752,0.117249936,0.11363059,0.11603463,0.12342659,0.13215962,0.14554101,0.15430206,0.16160184,0.16790953,0.17395127,0.1792281,0.18651217,0.19304919,-0.67571753,0.318836864925988,0.1570154244378396,0.0259816375591755,-0.0511797722752129,0.0156,0.0,0.0,1e-06,0.377184,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,2.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000354,0.0,0.478226,0.0,0.122736,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,40,0.0,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,1e-06,0.999969,1e-06,0.0,0.0,S,S,,,,,,,,,,,,,False,1,13;27
32,Pomona,-0.31136203,-0.26738268,-0.22575676,-0.18742648,-0.15490144,-0.1284301,-0.10395248,-0.08068107,-0.057566438,-0.036183078,-0.016915334,-0.004161653,-0.0035929205,-0.009470147,-0.027036933,-0.052292276,-0.07827946,-0.10052279,-0.1135332,-0.10435904,-0.09268332,-0.078360654,-0.062132876,-0.04530439,-0.028391926,0.0032908646,0.029285641,0.052477095,0.07420516,0.09677191,0.11590664,0.13026206,0.14127351,0.14890136,0.14897381,0.14430566,0.13981782,0.13153996,0.12293966,0.1182089,0.113872156,0.111444846,0.113151446,0.118968114,0.12496512,0.1332437,0.14021309,0.145416,0.1499392,0.15412812,0.15769462,0.16251893,0.16942583,-0.63827217,0.0582895263338401,0.1708184950079324,-0.0781791951420254,-0.0537847497618517,0.027877,0.0,0.0,0.011213,0.016963,0.0,0.006796,0.0,0.0,0.0,0.000344,0.0,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088392,0.0,0.704884,0.0,0.143508,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,9e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,3e-06,0.0001,0.999887,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,27
33,Polyhymnia,-0.14530809,-0.12011068,-0.09061439,-0.06111362,-0.03947106,-0.023842616,-0.012582056,0.009503471,0.025915598,0.04199747,0.05673548,0.06417601,0.067426994,0.054839753,0.030198922,-0.006164314,-0.03351294,-0.061474584,-0.076872185,-0.07324236,-0.053982224,-0.019163778,0.015373701,0.03715212,0.04775119,0.08225725,0.113283925,0.13596387,0.14662997,0.16283545,0.17895573,0.1843502,0.19270898,0.1923016,0.18585433,0.17036319,0.1538346,0.1324934,0.11878719,0.10403376,0.100717776,0.095871545,0.09415025,0.09409312,0.104787774,0.11681884,0.1248726,0.12458751,0.1301162,0.1298726,0.13031763,0.13872014,0.141396,-0.6216021,-0.3868507451827892,0.1599327666220133,0.0229912807415153,-0.1090606590896354,0.759818,0.0,0.0,0.000141,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.001805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000442,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167734,0.0,4.1e-05,0.0,1.1e-05,0.0,0.027923,0.0,0.0,0.0,0.04208,0.0,0,0.0,0.0,0.001584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042301,0.0,0.956112,2e-06,0.0,0.0,S,S,,,,,,,,,,,,,False,1,6;17;5;28;9
34,Circe,-0.02274551,-0.0066455915,0.0048055244,0.012965114,0.0155203175,0.01340966,0.009369293,0.0022137607,-0.003391977,-0.005176581,-0.0043493523,-0.0023481543,0.0018780358,0.0061887656,0.012427417,0.019617215,0.022032885,0.023071222,0.027379205,0.036281772,0.04171499,0.047362253,0.05176446,0.057205655,0.06241442,0.07247387,0.07958564,0.08952161,0.09765158,0.10434789,0.110502064,0.11366078,0.117107876,0.119297035,0.11991121,0.11825086,0.11432712,0.10920986,0.10514328,0.10430655,0.106686905,0.107956395,0.11125942,0.11451898,0.11643703,0.1176684,0.11831207,0.11821526,0.117086776,0.11671457,0.11590192,0.116189614,0.11765162,-1.2676063,-0.5586162434212649,-0.3787327270545322,0.1032230377977798,-0.1064392579325006,0.0,0.0,5.9e-05,0.002077,0.0,0.738055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.259461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,5,0.0,5.9e-05,0.99786,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.002079,0.0,0.0,0.0,Ch,Ch,,,,,,,,,1.0,0.6953,5.9818,0.0285,False,1,7
36,Atalante,,,-0.10841456,-0.102084674,-0.10258472,-0.10638442,-0.11211213,-0.11669421,-0.119086996,-0.12065843,-0.12056142,-0.11707269,-0.110538244,-0.104855806,-0.095952526,-0.08783404,-0.08182749,-0.07695429,-0.07090515,-0.06265978,-0.05297798,-0.046478525,-0.033413246,-0.03067707,-0.027786164,-0.020464806,-0.013147025,-0.0032734787,0.00684026,0.01585217,0.026521983,0.034044743,0.043358177,0.05371447,0.06586717,0.07778002,0.088648275,0.09823646,0.104650274,0.11066581,0.1156639,0.11961381,0.124188974,0.13103113,0.13728672,0.1436399,0.14924707,0.15398808,0.15774311,0.15986215,0.1613311,0.1619231,0.16202135,-1.30103,-0.002172018166385,-0.5575600202179775,0.1239492766366961,0.0333945592667268,0.0,0.0,0.000342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768613,0.0,0.006471,0.0,0.0,0.22452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.000342,0.000206,0.0,0.0,0.0,0.0,0.003707,0.0,0.995745,0.0,0.0,0.0,0.0,0.0,0.0,Ch,Ch,,,,,,,,,1.0,0.6907,6.7228,0.0286,False,1,28
37,Fides,-0.32005695,-0.26575455,-0.21799664,-0.17772348,-0.14159387,-0.10508858,-0.0745071,-0.04637044,-0.019417435,0.0038387321,0.021626472,0.031548947,0.03261584,0.028374642,0.015692517,-0.0010241426,-0.017375074,-0.027622297,-0.036900997,-0.031965755,-0.023563214,-0.01213351,0.0010931932,0.016083583,0.03171198,0.060596853,0.08133602,0.099344924,0.11276299,0.12498659,0.13905707,0.14875922,0.15783647,0.16177991,0.16013324,0.15454963,0.14673719,0.1361239,0.12618873,0.11640009,0.10926233,0.105283365,0.103802025,0.10632834,0.112134546,0.11741722,0.12462419,0.13056615,0.13363394,0.13598782,0.13518661,0.13263407,0.1290344,-0.71009934,-0.1500614145925886,0.1993087757796239,-0.1266836348886124,-0.215050465563685,0.828238,0.0,0.0,0.059148,9.1e-05,0.0,0.026291,0.0,0.0,0.0,0.00025,0.0,0.0,3.8e-05,0.050869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.01998,0.0,0.005009,0.0,0.007769,0.0,0.002107,0.0,0.0,0.0,0.000206,0.0,0,0.0,0.0,3.6e-05,0.0,0.0,0.0,7.8e-05,0.0,0.0,0.0,0.000209,0.0,0.999676,1e-06,0.0,0.0,S,S,,,,,,,,,,,,,False,1,4;6;17;5;9
37,Fides,-0.34260586,-0.2938585,-0.245147,-0.20793013,-0.16397515,-0.13097234,-0.10196406,-0.07483026,-0.046152014,-0.021606524,-0.0045764334,0.00315335,0.00836974,0.0032078882,-0.01064742,-0.031123836,-0.040261466,-0.062524304,-0.07341284,-0.074870504,-0.063034125,-0.038122673,-0.016321454,0.00040520335,0.01065078,0.035410132,0.064697705,0.08314004,0.1017847,0.118921034,0.13763839,0.1503945,0.15806574,0.16236046,0.16352084,0.15443003,0.14827234,0.1363692,0.12519848,0.11302855,0.116261534,0.10700678,0.1088297,0.10824605,0.11465701,0.12241059,0.13224876,0.13607472,0.14195627,0.14268711,0.14743105,0.15375388,0.15451473,-0.69036984,0.0025334806858972,0.1627624065585294,-0.1244482624484676,-0.1935967683006101,0.195624,0.0,0.0,0.025922,0.001713,0.0,0.000652,0.0,0.0,0.0,1.6e-05,0.0,0.0,8e-06,0.681721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020491,0.0,0.05904,0.0,0.014597,0.000169,4.4e-05,0.0,0.0,0.0,2e-06,0.0,14,0.0,0.0,8e-06,0.0,0.0,0.0,0.000717,0.0,0.0,0.0,3e-06,0.0,0.999272,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,5
38,Leda,-0.1525348,-0.11536092,-0.07922579,-0.067080215,-0.041751146,-0.03294434,-0.032999475,-0.03554546,-0.037647583,-0.03416864,-0.037155457,-0.043588966,-0.03711112,-0.02650489,-0.018042192,-0.008432811,-0.0016229062,0.0019328014,0.005508175,0.00803698,0.012134844,0.021097822,0.028035043,0.034802686,0.03912061,0.046154168,0.056653026,0.06704967,0.07660189,0.08566346,0.09440454,0.09783629,0.10339462,0.106069006,0.10936611,0.11053235,0.11416163,0.11255225,0.12107422,0.121060275,0.12145873,0.12051087,0.11957043,0.12817696,0.12839179,0.1335979,0.1346367,0.13356152,0.1322167,0.12685809,0.124052234,0.12694971,0.124655254,-1.2106208,-0.3365260573601559,-0.3413964081566144,0.0592979026394852,-0.1131406438891105,0.0,0.0,3.8e-05,0.015482,0.0,0.95437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-05,0.0,0.0,0.0,0.0,0.0,6.6e-05,0.0,0.0,0.0,8e-06,0.000145,0.0,0.029833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,1.3e-05,0.0,0.0,0.0,5,0.0,3.8e-05,0.98424,0.0,0.0,0.000144,0.0,1e-05,0.0,8.4e-05,0.0,0.0,0.015484,0.0,0.0,0.0,Ch,Ch,,,,,,,,,1.0,0.7174,8.8843,0.0318,False,1,4;6;15;17;5;10;29;28;16;7;9;14
38,Leda,-0.20360658,-0.1570859,-0.12586725,-0.102919325,-0.08814807,-0.07754343,-0.075877294,-0.07763282,-0.079389654,-0.08195874,-0.08305135,-0.08059272,-0.07632088,-0.072716646,-0.061045952,-0.05095681,-0.04024166,-0.031810064,-0.029926201,-0.028218968,-0.025589468,-0.021985928,-0.017324323,-0.010718795,-0.004840353,0.006426795,0.015469311,0.02510689,0.03507916,0.04933974,0.05987382,0.07214241,0.08284822,0.086970806,0.088772446,0.09021595,0.093938574,0.09819703,0.10245618,0.10445547,0.10459711,0.10479301,0.106818244,0.10931364,0.11591995,0.12128958,0.12585546,0.12769473,0.1250791,0.12316485,0.12254128,0.12385291,0.12811106,-1.251812,-0.129915414551706,-0.4077423564160606,0.0647182781132345,-0.0390423663704115,0.0,0.0,2.5e-05,0.000112,0.0,1.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1.5e-05,0.0,0.998345,0.0,0.0,0.000885,0.0,0.0,0.0,0.000308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000228,0.0,0.0,0.0,19,0.0,2.5e-05,0.03269,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.967157,0.0,0.0,0.000112,0.0,0.0,0.0,Ch,Ch,,,,,,,,,1.0,0.7098,5.0745,0.0222,False,1,4;6;15;17;5;10;29;28;16;7;9;14
39,Laetitia,-0.28451616,-0.27217034,-0.24687769,-0.21486558,-0.18456243,-0.15758567,-0.13584241,-0.11151198,-0.08736327,-0.066913456,-0.0473331,-0.035627566,-0.0356211,-0.039518036,-0.05369035,-0.07287973,-0.09003896,-0.10418811,-0.117106766,-0.12527965,-0.12820418,-0.13082309,-0.13058181,-0.12727292,-0.119140096,-0.090384476,-0.05556441,-0.02162499,0.0063685114,0.03503526,0.06224648,0.090508826,0.120824315,0.14254017,0.15513597,0.1583526,0.15718587,0.15203781,0.14461781,0.13491572,0.12597476,0.12102214,0.1193868,0.12355549,0.13023423,0.13980828,0.14812501,0.15445979,0.15987773,0.16414164,0.17069106,0.18074216,0.19551705,-0.5003129,0.2564406002310812,0.2022942979117106,-0.236668541795497,0.0804389444610699,0.0,0.0,0.0,0.000886,0.003131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-05,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.000844,0.0,0.0,0.0,0.0,0.0,0.000132,0.0,0.0,2.6e-05,0.0,0.0,0.0,2e-06,1.1e-05,0.0,0.328796,0.0,0.101301,0.0,0.0,0.0,0.0,0.564737,0.0,7.6e-05,47,7.6e-05,0.0,0.0,0.0,0.0,0.000844,0.0,2e-06,0.0,0.0,5.5e-05,0.0,0.999022,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,6
39,Laetitia,-0.30511844,-0.30411455,-0.27461344,-0.23998475,-0.21429026,-0.1863355,-0.16529416,-0.14139363,-0.11792828,-0.093140066,-0.07631022,-0.06853598,-0.05614381,-0.0646773,-0.08384445,-0.108361155,-0.11658935,-0.12987904,-0.13535245,-0.13763209,-0.14101753,-0.13925886,-0.136125,-0.13481252,-0.13179353,-0.100721546,-0.05498599,-0.023696724,0.0018785121,0.030800339,0.06779723,0.08758418,0.11611195,0.13477315,0.15040676,0.15151908,0.1534776,0.14899103,0.14236371,0.13644962,0.13943551,0.13390665,0.13240515,0.1337349,0.13722901,0.14219315,0.15168105,0.15711515,0.16313295,0.16893257,0.1748078,0.17733087,0.18439884,-0.56817675,0.3645568210286297,0.1595607203265126,-0.1932694861770405,0.0738883576162293,0.0,0.0,0.0,2e-06,0.00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000613,0.0,0.0,0.0,0.0,0.0,0.000399,0.0,0.0,0.001391,0.0,0.0,0.0,2.6e-05,0.000507,6e-06,0.058892,0.0,0.128216,0.0,0.0,0.0,0.0,0.808398,0.0,0.000115,47,0.000115,0.0,0.0,0.0,0.0,0.000612,0.0,2.7e-05,0.0,0.0,5e-06,0.0,0.999241,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,4;6;5;7;9;14
40,Harmonia,-0.24542525,-0.20553768,-0.16569056,-0.12847605,-0.096036196,-0.06849451,-0.042228732,-0.015677858,0.010154169,0.033811178,0.05442245,0.066894986,0.06805647,0.058363717,0.04027481,0.01727439,-0.008734297,-0.031933043,-0.043417215,-0.034623828,-0.03013033,-0.023170028,-0.0108041875,0.0011094768,0.012418013,0.034343835,0.05385327,0.07190967,0.08595502,0.0968835,0.10799601,0.11279713,0.12190526,0.12852444,0.13275872,0.13382,0.13177904,0.12720166,0.12264521,0.11832733,0.11536511,0.112985544,0.11118587,0.10786303,0.10645277,0.10561816,0.103455774,0.10349605,0.105506115,0.11125367,0.12234392,0.13846044,0.15558203,-0.7235382,-0.2604452894667609,0.1176210101953878,-0.1676033868370703,-0.1022656875612054,0.037518,0.0,0.0,0.038638,2.6e-05,0.0,0.545942,0.0,0.0,0.0,0.009978,0.0,0.0,0.0001,1e-06,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343712,0.0,0.013558,0.0,0.001184,0.0,0.002632,0.0,0.0,0.0,0.001649,0.0,6,0.0,0.0,9.2e-05,0.0,0.0,0.003608,0.0,0.001354,0.0,0.0,0.001757,0.0,0.993189,0.0,0.0,0.0,S,S,,,,,,,,,,,,,False,1,4;6;5;28;7;14
41,Daphne,-0.03635526,-0.0072253174,0.011378749,0.020955991,0.033431638,0.04042856,0.042630862,0.041668907,0.039681308,0.035478726,0.03157584,0.03160696,0.035408854,0.037554827,0.043975603,0.047111966,0.049560405,0.053824518,0.054820467,0.05762117,0.060098372,0.06284805,0.06679845,0.06863546,0.071415044,0.07345484,0.073223636,0.07801563,0.08449733,0.0907348,0.09743602,0.10016071,0.10506212,0.10774208,0.109009184,0.11040867,0.11153706,0.11147926,0.11242452,0.11212198,0.112173334,0.11335995,0.11456026,0.11689799,0.1196347,0.12220006,0.12393958,0.1247353,0.120967515,0.11807003,0.11500997,0.114281066,0.11650092,-1.2757242,-0.6744066788643533,-0.3629261924691276,0.0194068516985218,-0.0956918449610319,0.0,0.0,0.002488,1.4e-05,0.0,0.902878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,2.8e-05,1.4e-05,0.0,0.094462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,5,0.0,0.002488,0.997451,0.0,0.0,1.3e-05,0.0,2.9e-05,0.0,3e-06,0.0,0.0,1.6e-05,0.0,0.0,0.0,Ch,Ch,,,,,,,,,1.0,0.708,1.6718,0.0125,False,1,30
